forest,latitude,longitude
1,41.393,127.05
1,67.107,39.5
1,52.429,31.55
1,61.714,77.55
1,37.0,30.5
1,41.893,116.55
1,56.821,31.75
1,42.143,128.55
1,62.464,47.55
1,45.143,148.05
1,53.179,136.05
1,41.893,43.55
1,56.821,26.5
1,61.964,106.3
1,62.464,113.3
1,56.821,46.0
1,67.357,88.75
1,66.857,177.5
1,61.714,161.05
1,62.714,30.05
1,56.821,51.5
1,62.714,33.3
1,36.5,51.25
1,52.929,45.8
1,62.214,53.05
1,41.643,117.05
1,62.214,54.55
1,62.464,136.05
1,42.893,43.55
1,67.107,85.75
1,42.143,128.8
1,42.893,46.55
1,67.357,103.0
1,43.393,133.05
1,57.071,105.25
1,41.643,72.05
1,61.714,130.3
1,41.643,121.3
1,66.857,158.5
1,47.286,112.75
1,67.357,63.5
1,62.214,112.3
1,57.571,125.75
1,37.0,55.25
1,56.821,50.75
1,44.643,133.05
1,43.893,133.3
1,36.0,115.0
1,67.107,119.75
1,62.214,159.55
1,43.893,129.8
1,38.0,127.75
1,37.75,29.5
1,52.679,129.8
1,41.393,128.3
1,52.179,105.05
1,37.25,49.0
1,52.929,41.8
1,62.214,146.3
1,67.357,57.25
1,37.0,49.25
1,67.107,122.25
1,37.75,44.5
1,53.179,23.55
1,56.571,158.75
1,62.464,63.55
1,44.893,119.3
1,57.321,118.75
1,62.214,52.55
1,67.357,116.25
1,36.75,28.25
1,56.571,77.5
1,57.071,110.5
1,66.857,57.25
1,61.714,52.8
1,56.821,74.25
1,41.393,43.55
1,61.964,30.3
1,57.571,160.0
1,57.321,42.5
1,57.571,42.0
1,52.679,136.55
1,44.143,145.05
1,56.571,128.75
1,66.857,105.25
1,57.321,52.75
1,41.893,71.8
1,67.357,95.75
1,62.464,133.05
1,37.0,102.25
1,62.214,106.05
1,52.929,58.3
1,41.393,125.8
1,67.107,90.25
1,56.821,33.25
1,62.464,15.8
1,57.821,25.25
1,67.107,64.0
1,41.643,24.8
1,47.286,81.75
1,61.964,161.8
1,67.107,127.5
1,52.929,83.8
1,57.321,113.0
1,37.5,28.5
1,51.929,113.8
1,53.429,94.3
1,62.464,141.55
1,42.143,73.3
1,57.321,127.5
1,37.75,100.75
1,57.071,83.75
1,67.607,81.25
1,41.143,114.3
1,42.393,73.05
1,38.75,126.75
1,45.393,25.3
1,42.643,84.8
1,62.714,17.8
1,66.857,81.75
1,42.143,23.55
1,53.179,142.05
1,62.214,170.3
1,52.179,128.05
1,67.607,64.0
1,66.857,137.25
1,47.536,23.5
1,42.143,41.8
1,67.357,40.5
1,41.393,28.3
1,41.643,20.3
1,47.786,132.0
1,57.321,85.0
1,41.143,118.3
1,61.964,90.3
1,57.571,76.25
1,66.857,37.25
1,67.357,71.25
1,47.286,137.0
1,67.107,56.0
1,53.429,158.55
1,44.143,129.8
1,41.893,81.05
1,66.857,106.75
1,67.357,128.25
1,57.821,67.0
1,53.179,113.55
1,61.714,101.3
1,51.929,89.55
1,51.929,96.8
1,62.464,100.55
1,61.714,163.3
1,52.679,103.3
1,56.571,25.0
1,47.536,136.25
1,45.143,134.8
1,66.857,175.25
1,66.857,74.25
1,43.893,133.05
1,51.429,28.8
1,43.893,42.8
1,61.714,133.3
1,52.179,98.8
1,42.393,142.8
1,37.0,113.5
1,51.429,105.3
1,57.071,81.75
1,44.143,142.55
1,61.964,146.05
1,43.643,132.05
1,57.321,159.5
1,62.464,141.8
1,51.429,142.3
1,57.821,27.0
1,62.464,174.55
1,51.679,120.05
1,52.179,138.55
1,56.571,21.75
1,61.964,109.8
1,61.714,47.55
1,62.214,67.3
1,44.143,39.55
1,61.714,37.8
1,67.357,36.5
1,61.964,33.55
1,62.214,35.8
1,62.214,104.05
1,56.821,30.25
1,66.857,29.25
1,61.964,130.05
1,41.393,47.05
1,43.143,140.55
1,57.321,107.25
1,53.179,95.55
1,41.393,127.55
1,61.964,164.8
1,46.786,136.0
1,43.393,84.05
1,57.571,99.75
1,57.571,31.0
1,56.821,79.75
1,56.571,128.0
1,57.321,136.75
1,47.286,81.25
1,67.607,48.5
1,41.893,127.05
1,62.214,100.8
1,57.321,93.75
1,62.214,99.3
1,61.714,16.3
1,67.607,17.5
1,67.607,89.25
1,62.214,85.55
1,51.929,96.55
1,62.214,153.55
1,61.964,153.55
1,37.25,22.5
1,52.429,140.3
1,52.929,97.55
1,52.179,124.05
1,52.679,135.3
1,61.964,104.55
1,51.429,122.05
1,67.107,34.75
1,56.571,96.75
1,56.821,102.0
1,52.679,89.05
1,38.75,113.25
1,52.179,137.8
1,41.643,35.3
1,52.929,127.3
1,47.536,142.0
1,67.107,36.5
1,45.143,119.55
1,67.357,65.0
1,57.821,82.5
1,56.571,72.75
1,61.964,96.3
1,62.214,58.3
1,41.643,26.05
1,61.964,100.3
1,67.357,109.5
1,56.571,43.25
1,57.571,136.0
1,62.464,98.3
1,62.464,139.8
1,66.857,148.25
1,57.571,106.75
1,51.429,109.05
1,44.393,17.05
1,47.536,100.5
1,62.214,165.3
1,37.75,113.5
1,62.214,28.3
1,45.393,15.05
1,57.821,77.75
1,57.321,52.25
1,47.536,138.5
1,52.929,129.55
1,51.429,100.8
1,67.607,26.5
1,56.571,59.25
1,42.143,140.3
1,57.321,131.5
1,67.357,111.25
1,41.643,33.3
1,62.464,60.8
1,41.393,127.8
1,62.214,114.05
1,52.929,87.8
1,41.893,128.05
1,67.107,52.5
1,46.286,23.5
1,67.357,26.25
1,67.607,85.5
1,53.429,122.05
1,44.393,129.8
1,66.857,78.75
1,67.107,157.25
1,67.357,70.75
1,57.321,121.25
1,56.821,97.25
1,46.536,131.0
1,57.321,92.75
1,57.571,33.5
1,53.429,126.8
1,53.429,56.55
1,51.429,107.8
1,53.429,115.3
1,57.321,88.5
1,61.714,137.8
1,51.929,111.8
1,57.821,57.5
1,52.429,122.8
1,57.321,110.75
1,57.821,88.0
1,52.929,92.55
1,36.5,127.5
1,57.321,44.0
1,44.893,23.3
1,57.321,101.0
1,52.179,130.55
1,52.179,115.3
1,67.357,127.5
1,47.036,103.25
1,62.214,112.8
1,46.536,138.0
1,41.393,76.3
1,61.714,151.8
1,57.821,72.5
1,61.964,104.8
1,62.464,26.8
1,51.679,88.05
1,57.071,135.0
1,52.679,110.8
1,52.929,143.05
1,43.143,21.05
1,57.321,120.75
1,61.964,81.3
1,37.75,128.5
1,36.25,129.0
1,41.893,20.55
1,62.214,112.05
1,62.464,83.8
1,62.214,148.3
1,57.821,107.25
1,67.357,61.0
1,61.964,107.05
1,61.964,59.55
1,53.429,128.55
1,53.429,96.3
1,47.786,137.0
1,47.286,101.75
1,45.143,41.05
1,62.464,56.55
1,42.893,44.3
1,42.643,127.05
1,62.214,56.05
1,57.321,88.75
1,67.107,165.5
1,61.714,38.8
1,52.929,112.8
1,62.464,15.05
1,41.643,47.55
1,62.214,80.05
1,62.464,146.8
1,47.786,105.0
1,57.571,82.75
1,67.607,18.25
1,43.393,129.05
1,62.714,27.05
1,51.929,56.55
1,53.429,87.55
1,57.571,124.75
1,53.179,118.55
1,51.429,117.55
1,57.571,134.5
1,44.143,131.3
1,52.429,76.8
1,61.964,151.8
1,67.607,49.75
1,46.786,128.5
1,52.929,127.55
1,41.643,128.3
1,41.143,128.05
1,67.357,162.25
1,47.036,119.75
1,37.0,29.0
1,47.536,128.5
1,52.929,125.8
1,57.571,117.25
1,47.786,101.0
1,47.536,119.25
1,57.571,98.75
1,62.214,55.05
1,66.857,150.25
1,66.857,18.75
1,41.143,126.8
1,36.25,115.75
1,51.679,86.8
1,38.5,126.75
1,61.714,78.55
1,52.429,126.55
1,36.5,51.75
1,44.143,127.8
1,42.893,20.05
1,57.321,27.25
1,62.214,155.05
1,67.357,135.0
1,47.786,131.5
1,38.5,125.25
1,47.036,22.75
1,43.143,77.05
1,53.429,93.55
1,52.429,109.05
1,66.857,65.5
1,43.143,82.05
1,67.357,58.75
1,57.821,45.25
1,41.393,34.55
1,67.107,58.0
1,52.679,21.3
1,52.429,131.05
1,67.357,49.25
1,67.107,99.75
1,57.321,122.0
1,62.464,107.8
1,57.321,60.0
1,51.679,122.55
1,47.786,135.5
1,67.357,84.0
1,56.571,77.0
1,56.821,79.25
1,41.393,124.05
1,53.429,105.55
1,67.607,71.0
1,41.393,124.8
1,52.179,117.55
1,37.75,128.0
1,67.107,59.25
1,43.393,142.55
1,61.964,92.3
1,52.679,108.05
1,67.357,125.75
1,62.464,162.3
1,57.571,158.0
1,42.893,130.3
1,61.964,41.05
1,62.464,30.55
1,52.429,114.55
1,56.571,159.25
1,66.857,53.75
1,62.464,169.55
1,42.643,80.3
1,48.036,15.75
1,51.929,127.55
1,37.75,100.0
1,47.786,23.5
1,53.429,45.8
1,56.571,103.25
1,57.321,109.25
1,52.429,127.55
1,47.036,101.75
1,56.571,54.0
1,41.143,119.3
1,52.429,28.05
1,67.107,146.25
1,62.464,145.8
1,57.571,111.25
1,56.821,80.75
1,67.607,53.75
1,52.679,89.55
1,52.679,29.05
1,52.679,96.55
1,41.143,117.8
1,56.571,157.25
1,36.25,109.25
1,57.821,109.75
1,52.929,117.55
1,51.429,111.55
1,61.714,22.8
1,41.143,121.05
1,62.464,175.8
1,52.179,108.3
1,44.643,47.05
1,51.679,131.3
1,57.321,105.75
1,62.714,31.05
1,61.964,39.05
1,52.929,130.3
1,66.857,141.5
1,61.964,90.05
1,42.393,142.55
1,62.214,156.8
1,61.714,31.05
1,62.214,60.8
1,61.964,101.05
1,57.821,30.5
1,61.964,151.3
1,52.429,157.05
1,53.429,92.3
1,66.857,32.0
1,56.571,94.0
1,47.786,130.25
1,36.25,114.25
1,41.893,116.8
1,51.929,86.8
1,67.107,78.0
1,66.857,107.0
1,53.429,120.05
1,37.75,128.25
1,52.179,133.55
1,56.571,120.25
1,62.464,119.3
1,41.393,20.55
1,61.714,37.3
1,67.357,63.0
1,57.821,69.5
1,67.107,139.0
1,51.429,120.8
1,41.643,24.55
1,38.5,140.5
1,67.357,155.0
1,67.357,74.25
1,67.107,147.25
1,41.643,47.3
1,61.714,137.55
1,43.643,118.55
1,37.5,42.25
1,67.607,39.0
1,57.071,99.75
1,42.393,21.55
1,67.607,63.25
1,51.429,15.05
1,44.143,20.55
1,52.929,33.05
1,62.214,48.05
1,47.536,129.75
1,61.714,125.8
1,51.929,117.3
1,57.321,100.75
1,38.25,127.75
1,53.429,95.8
1,53.179,124.55
1,56.571,112.75
1,57.071,100.5
1,53.679,28.8
1,43.393,80.3
1,36.0,112.25
1,38.0,43.0
1,52.929,104.05
1,57.821,73.5
1,56.821,36.5
1,66.857,101.25
1,53.429,128.05
1,43.893,130.3
1,42.143,130.05
1,61.714,63.05
1,61.714,140.8
1,53.179,98.55
1,57.571,81.75
1,67.107,33.75
1,52.429,93.05
1,46.536,133.75
1,46.786,121.0
1,47.536,135.75
1,38.25,126.0
1,61.964,24.05
1,47.786,121.25
1,67.107,101.5
1,53.429,47.55
1,38.25,99.75
1,41.643,77.05
1,62.214,59.8
1,67.107,87.25
1,62.464,21.55
1,57.071,136.25
1,62.214,92.05
1,66.857,156.5
1,66.857,140.0
1,41.143,116.05
1,67.107,114.5
1,62.214,126.3
1,46.536,136.75
1,62.214,132.8
1,53.429,100.05
1,61.964,41.8
1,43.143,126.55
1,67.107,133.5
1,61.714,151.55
1,67.107,92.25
1,67.107,108.25
1,62.214,97.05
1,67.357,168.75
1,41.143,47.55
1,52.679,121.8
1,67.107,147.0
1,67.607,16.75
1,61.714,44.05
1,57.821,77.5
1,57.571,27.75
1,41.643,25.55
1,42.893,81.3
1,41.393,118.3
1,67.107,53.0
1,52.429,89.3
1,46.786,121.75
1,51.429,134.8
1,57.821,99.25
1,62.214,130.3
1,52.929,115.55
1,52.679,120.3
1,37.0,140.5
1,62.464,135.8
1,57.321,110.5
1,67.107,174.5
1,57.321,139.25
1,57.321,97.5
1,67.357,80.5
1,52.429,134.8
1,66.857,96.0
1,57.321,72.25
1,53.429,140.8
1,67.607,97.0
1,67.107,46.5
1,53.179,157.05
1,67.607,66.5
1,62.214,169.8
1,42.893,126.55
1,53.179,100.3
1,62.464,57.8
1,67.607,49.25
1,42.643,42.8
1,53.179,107.55
1,62.214,173.55
1,56.821,62.75
1,57.071,102.25
1,67.357,96.75
1,67.357,161.75
1,57.321,45.75
1,42.393,43.3
1,53.429,134.55
1,52.679,107.8
1,67.357,148.75
1,62.464,93.55
1,53.429,117.55
1,57.821,53.5
1,62.214,131.55
1,42.143,46.3
1,62.464,45.55
1,38.25,125.0
1,52.179,131.3
1,56.571,113.0
1,57.571,108.25
1,61.714,45.3
1,62.214,105.05
1,66.857,50.25
1,67.357,110.75
1,41.893,24.3
1,43.643,141.8
1,66.857,149.0
1,56.571,56.5
1,61.714,139.55
1,61.964,154.3
1,38.5,112.25
1,67.107,97.25
1,52.429,130.05
1,56.821,61.25
1,67.357,57.0
1,52.429,137.55
1,66.857,86.25
1,43.143,128.3
1,38.25,139.5
1,67.607,21.5
1,53.179,41.8
1,57.321,109.75
1,51.929,128.8
1,67.357,55.0
1,41.893,20.3
1,47.786,129.25
1,57.821,82.0
1,51.429,127.3
1,57.321,38.75
1,41.643,33.55
1,57.821,32.0
1,62.214,163.05
1,62.464,171.3
1,67.107,154.0
1,46.536,131.5
1,57.321,90.5
1,38.5,22.0
1,62.214,144.3
1,62.464,38.55
1,61.964,117.05
1,62.464,132.8
1,52.179,119.3
1,36.75,101.25
1,61.964,23.05
1,45.143,119.8
1,56.571,56.0
1,62.464,139.55
1,38.5,100.25
1,61.714,107.05
1,62.214,34.55
1,61.714,127.3
1,61.964,113.8
1,51.429,25.05
1,61.714,53.55
1,47.286,23.5
1,47.036,129.5
1,52.929,109.05
1,41.893,44.05
1,52.929,104.3
1,67.107,42.0
1,57.321,159.0
1,61.964,39.8
1,61.714,168.8
1,61.964,105.8
1,57.321,126.25
1,57.571,38.0
1,42.893,141.05
1,62.214,16.05
1,42.393,78.05
1,42.393,46.3
1,52.679,84.55
1,52.679,131.8
1,67.357,150.75
1,67.357,159.0
1,52.179,96.3
1,56.821,54.5
1,57.321,69.25
1,42.643,124.55
1,67.107,49.5
1,62.464,111.8
1,47.036,135.5
1,62.464,55.3
1,62.464,165.8
1,57.821,69.0
1,52.179,121.8
1,61.714,100.3
1,61.964,88.05
1,67.357,30.0
1,57.571,53.0
1,61.964,142.8
1,57.571,51.75
1,52.929,132.55
1,62.464,67.05
1,43.893,42.55
1,66.857,124.75
1,61.964,43.8
1,57.821,70.5
1,66.857,149.25
1,57.821,45.0
1,61.714,62.8
1,67.357,75.5
1,57.571,116.75
1,62.214,115.05
1,51.929,122.05
1,57.821,105.0
1,61.714,152.3
1,66.857,62.0
1,51.429,157.05
1,57.821,79.75
1,46.786,90.5
1,41.643,44.55
1,52.429,130.8
1,57.571,47.75
1,53.179,127.55
1,43.143,18.8
1,61.964,148.3
1,66.857,116.25
1,62.214,153.05
1,52.429,107.05
1,62.214,117.3
1,67.107,17.5
1,67.107,78.75
1,51.929,95.3
1,67.357,67.5
1,57.821,110.0
1,62.214,44.55
1,41.643,71.55
1,57.071,99.25
1,41.143,23.05
1,61.714,82.8
1,47.786,91.0
1,56.571,72.0
1,44.143,130.55
1,62.464,110.55
1,57.821,63.5
1,52.429,113.3
1,67.107,177.5
1,67.607,19.25
1,37.25,21.75
1,53.429,112.05
1,67.107,94.0
1,47.286,121.25
1,66.857,178.5
1,61.964,90.55
1,67.357,84.75
1,67.107,161.25
1,67.107,155.0
1,43.893,40.3
1,57.821,86.75
1,56.571,98.25
1,67.357,78.75
1,61.714,120.3
1,52.179,57.3
1,52.429,89.05
1,61.964,147.05
1,67.107,163.25
1,53.429,67.55
1,44.393,72.8
1,42.893,131.05
1,36.25,138.25
1,53.179,95.3
1,36.75,128.0
1,42.393,45.05
1,51.929,89.8
1,57.821,75.0
1,57.321,104.75
1,57.821,95.25
1,57.071,91.25
1,53.429,124.8
1,43.643,41.3
1,44.893,127.8
1,62.464,125.55
1,67.107,175.25
1,51.679,122.05
1,57.821,24.75
1,57.071,88.25
1,44.393,135.05
1,41.643,124.8
1,45.143,131.55
1,41.393,34.05
1,52.429,57.3
1,67.357,50.0
1,61.714,126.8
1,61.964,170.55
1,37.0,102.75
1,56.821,64.0
1,53.429,98.55
1,66.857,33.5
1,62.464,127.8
1,62.464,150.3
1,45.143,127.55
1,57.571,74.5
1,39.0,16.25
1,52.179,106.3
1,44.143,41.3
1,62.214,115.8
1,67.607,96.75
1,67.357,128.5
1,61.964,61.3
1,53.179,126.8
1,51.679,130.8
1,67.107,116.5
1,53.429,119.3
1,41.643,128.8
1,67.357,52.0
1,52.429,88.05
1,42.893,129.55
1,47.036,121.25
1,61.964,62.05
1,67.107,94.25
1,44.143,135.3
1,61.714,106.55
1,61.714,32.3
1,61.964,109.55
1,62.214,97.8
1,62.214,54.3
1,66.857,96.25
1,56.571,117.0
1,67.607,53.25
1,53.179,129.8
1,56.571,25.75
1,42.143,45.05
1,62.214,28.05
1,57.321,116.75
1,56.571,90.5
1,51.929,22.8
1,44.893,121.3
1,52.679,157.8
1,67.107,73.0
1,37.5,140.25
1,51.429,118.55
1,45.143,18.8
1,53.179,126.3
1,57.571,60.0
1,57.321,116.0
1,51.929,108.55
1,67.107,163.0
1,57.821,59.75
1,57.071,93.5
1,62.214,146.55
1,52.179,137.3
1,51.679,103.55
1,57.071,129.0
1,45.393,15.3
1,61.714,60.8
1,36.0,128.0
1,67.107,68.25
1,67.607,36.25
1,52.429,109.8
1,37.5,22.0
1,61.714,86.05
1,62.214,26.55
1,57.321,101.75
1,52.429,133.05
1,47.786,138.75
1,67.607,85.75
1,61.714,22.05
1,57.821,46.75
1,51.429,103.05
1,61.714,68.3
1,57.321,85.75
1,53.179,87.8
1,51.929,87.3
1,42.143,119.05
1,62.464,175.55
1,44.893,22.3
1,47.536,120.0
1,52.179,127.05
1,67.107,23.0
1,61.964,50.8
1,41.393,47.55
1,39.0,16.75
1,61.964,149.3
1,67.357,98.25
1,52.429,128.3
1,52.179,134.55
1,42.893,43.05
1,67.357,56.25
1,51.929,89.05
1,36.0,129.25
1,51.679,125.8
1,51.679,96.05
1,52.929,110.55
1,62.214,59.05
1,52.179,93.55
1,47.286,84.5
1,61.964,150.55
1,66.857,121.75
1,44.393,18.55
1,44.393,38.55
1,52.429,91.3
1,41.643,23.55
1,42.393,140.3
1,53.179,119.8
1,51.429,139.55
1,57.321,71.5
1,41.143,127.55
1,57.571,85.0
1,67.107,59.75
1,57.071,132.0
1,53.429,134.3
1,41.893,118.05
1,67.357,123.25
1,52.179,86.8
1,43.143,75.05
1,62.464,90.05
1,67.357,93.0
1,67.107,58.75
1,67.357,107.0
1,57.071,108.25
1,62.214,133.8
1,67.357,18.25
1,57.821,94.5
1,67.607,79.75
1,62.464,22.3
1,61.964,157.3
1,45.143,22.05
1,67.107,127.0
1,37.25,141.0
1,57.571,35.75
1,57.571,73.25
1,41.893,117.3
1,57.571,112.25
1,47.786,89.25
1,61.964,124.3
1,42.643,24.3
1,61.964,170.05
1,42.893,42.3
1,41.643,23.3
1,66.857,67.25
1,51.929,135.55
1,46.286,15.75
1,61.714,79.55
1,51.429,84.8
1,66.857,105.0
1,67.107,158.5
1,61.964,89.3
1,62.214,88.55
1,43.643,83.8
1,66.857,94.5
1,41.393,22.55
1,61.964,30.8
1,66.857,85.5
1,52.679,119.55
1,41.893,117.55
1,67.107,69.5
1,67.107,50.75
1,41.893,43.3
1,41.643,124.8
1,41.893,124.55
1,43.643,132.3
1,52.929,135.55
1,51.929,129.8
1,52.429,108.05
1,61.714,138.05
1,38.75,141.5
1,42.893,142.05
1,67.357,172.0
1,37.25,103.25
1,67.607,88.0
1,41.893,117.3
1,53.429,58.55
1,52.679,105.05
1,57.321,102.0
1,62.464,50.05
1,42.643,19.8
1,61.964,147.8
1,57.071,96.0
1,42.643,130.8
1,67.607,75.5
1,51.429,137.8
1,52.179,98.05
1,67.357,131.25
1,62.214,16.3
1,61.714,106.3
1,42.643,73.05
1,47.286,17.75
1,66.857,67.5
1,53.179,28.3
1,46.536,26.75
1,56.571,91.5
1,47.286,25.25
1,52.429,97.55
1,62.214,171.3
1,42.893,45.3
1,41.393,123.8
1,53.429,29.05
1,52.679,92.55
1,57.571,69.75
1,61.964,161.3
1,61.964,125.55
1,43.893,130.55
1,52.179,95.05
1,38.25,128.0
1,42.643,45.8
1,51.929,104.8
1,57.321,26.75
1,56.571,84.0
1,38.0,138.25
1,57.821,71.5
1,51.429,134.3
1,67.107,28.0
1,46.786,25.75
1,62.464,56.05
1,57.821,80.75
1,67.357,97.25
1,37.0,128.5
1,42.893,82.05
1,67.607,36.0
1,36.25,120.5
1,42.893,44.8
1,67.357,30.25
1,61.964,45.05
1,52.679,56.8
1,61.714,123.3
1,53.179,58.05
1,43.643,40.3
1,61.714,29.55
1,57.821,101.75
1,67.107,100.25
1,37.75,99.5
1,61.964,87.3
1,38.75,114.0
1,43.393,42.3
1,62.214,123.8
1,57.571,66.0
1,51.429,96.05
1,62.214,43.05
1,42.643,140.05
1,62.464,126.8
1,38.25,113.75
1,52.929,34.3
1,43.143,128.55
1,62.214,136.05
1,67.607,36.5
1,67.107,55.75
1,56.571,126.5
1,41.643,21.55
1,57.571,32.25
1,57.321,90.25
1,41.393,21.8
1,66.857,67.75
1,67.107,168.75
1,66.857,19.75
1,51.679,103.05
1,61.964,137.8
1,37.25,140.75
1,41.393,32.05
1,62.214,103.55
1,62.464,87.3
1,57.571,104.5
1,67.107,130.25
1,41.643,27.8
1,56.571,111.0
1,52.929,121.05
1,52.429,132.05
1,43.643,133.05
1,47.286,24.0
1,61.964,122.05
1,41.893,118.8
1,41.393,42.3
1,66.857,97.5
1,53.179,142.3
1,61.714,84.05
1,51.429,131.8
1,61.714,42.3
1,56.571,130.75
1,44.393,38.3
1,52.929,29.05
1,44.893,135.3
1,52.429,96.3
1,61.714,162.55
1,62.464,143.3
1,61.964,64.05
1,62.214,122.05
1,38.5,127.75
1,51.679,84.05
1,61.964,107.55
1,62.214,125.3
1,57.321,91.0
1,47.286,129.0
1,66.857,111.0
1,41.643,126.05
1,53.179,125.55
1,51.679,23.8
1,44.393,119.8
1,36.5,52.75
1,67.107,172.25
1,42.643,21.8
1,44.143,145.3
1,61.714,113.8
1,67.107,114.0
1,52.929,31.8
1,62.214,49.05
1,57.821,85.25
1,53.429,92.55
1,67.357,85.75
1,67.107,144.75
1,57.071,131.0
1,41.643,125.05
1,42.143,128.3
1,52.679,141.05
1,41.393,121.05
1,44.643,23.55
1,67.107,50.0
1,53.179,140.8
1,52.929,126.3
1,66.857,160.25
1,57.071,124.75
1,62.464,103.55
1,62.214,17.55
1,67.357,28.75
1,56.571,156.75
1,41.893,124.3
1,52.429,142.8
1,57.821,70.25
1,66.857,25.75
1,57.321,31.5
1,46.286,23.25
1,42.393,129.05
1,66.857,119.5
1,61.964,51.55
1,67.107,107.75
1,44.393,134.3
1,41.643,126.55
1,62.214,145.55
1,57.321,70.25
1,66.857,29.5
1,53.429,104.3
1,42.393,73.3
1,62.464,85.8
1,42.393,127.8
1,47.536,25.25
1,67.607,92.25
1,53.179,115.3
1,56.571,80.25
1,42.393,44.55
1,43.893,83.3
1,57.071,161.75
1,62.214,31.3
1,62.464,103.8
1,44.893,15.3
1,66.857,64.75
1,41.893,141.05
1,62.214,52.8
1,66.857,73.0
1,62.214,106.55
1,37.0,139.75
1,67.107,117.75
1,62.714,15.55
1,57.821,34.0
1,62.214,134.05
1,41.143,31.8
1,62.464,123.05
1,52.929,114.05
1,51.929,93.8
1,67.357,17.25
1,51.429,56.55
1,53.679,57.3
1,67.607,80.0
1,56.821,29.75
1,62.464,31.05
1,61.714,99.05
1,67.357,67.0
1,47.286,28.75
1,67.357,116.0
1,56.571,35.25
1,67.107,92.5
1,61.964,140.05
1,61.714,105.55
1,57.821,56.0
1,52.429,138.3
1,62.464,105.8
1,61.964,124.05
1,46.786,101.25
1,41.143,128.8
1,67.107,17.0
1,47.536,136.0
1,67.357,102.0
1,53.679,36.3
1,62.464,134.8
1,61.964,160.05
1,56.571,97.25
1,61.714,25.05
1,53.179,87.3
1,61.714,28.05
1,53.679,33.8
1,51.929,86.55
1,52.679,125.3
1,52.679,124.05
1,43.643,133.3
1,66.857,140.5
1,41.643,126.3
1,43.393,41.05
1,44.893,131.8
1,51.429,101.05
1,41.143,124.3
1,41.143,116.3
1,61.714,160.3
1,51.929,92.55
1,52.179,141.3
1,38.25,100.25
1,37.0,139.0
1,53.679,32.55
1,57.321,95.25
1,41.393,20.3
1,62.464,27.8
1,57.571,88.75
1,67.357,48.5
1,61.964,60.05
1,67.107,108.0
1,57.571,35.0
1,67.357,112.0
1,62.214,35.05
1,57.321,118.0
1,57.321,98.25
1,67.107,83.0
1,67.107,65.75
1,46.536,134.25
1,43.143,80.55
1,41.893,75.55
1,57.321,88.0
1,57.321,119.0
1,61.714,122.05
1,57.821,59.25
1,47.036,138.5
1,47.786,133.75
1,57.821,62.0
1,57.571,84.75
1,67.357,100.25
1,57.071,162.75
1,61.964,172.8
1,41.143,73.55
1,38.25,113.25
1,43.143,20.8
1,56.571,132.0
1,51.429,82.3
1,67.107,121.25
1,62.464,129.3
1,47.536,15.25
1,41.643,32.8
1,57.321,88.25
1,66.857,122.0
1,41.643,124.05
1,52.679,109.8
1,67.107,73.75
1,47.036,83.0
1,57.321,127.75
1,53.179,157.8
1,57.321,94.5
1,52.429,124.05
1,57.321,16.0
1,62.464,90.8
1,62.714,16.8
1,66.857,74.75
1,38.75,111.75
1,62.214,86.8
1,57.321,157.5
1,67.357,108.75
1,46.286,16.0
1,57.821,81.5
1,44.393,142.55
1,67.107,79.5
1,44.893,18.05
1,45.393,23.05
1,41.143,140.55
1,66.857,35.5
1,61.714,69.05
1,61.714,119.8
1,52.679,96.8
1,52.679,106.3
1,61.714,139.3
1,47.786,90.0
1,38.75,46.5
1,61.714,103.3
1,67.357,166.0
1,46.786,143.0
1,52.429,109.55
1,56.571,102.25
1,56.571,67.25
1,61.964,159.8
1,62.464,101.05
1,67.357,96.25
1,57.571,47.0
1,62.214,101.55
1,57.571,139.0
1,46.536,133.5
1,62.464,51.8
1,67.357,96.5
1,47.786,138.0
1,62.464,142.3
1,67.357,99.5
1,41.893,24.8
1,62.464,67.3
1,62.464,93.8
1,52.179,88.3
1,57.571,114.0
1,57.571,62.25
1,42.643,84.55
1,56.571,96.5
1,44.643,136.05
1,56.821,38.0
1,57.821,95.5
1,57.821,95.75
1,67.607,15.25
1,57.821,58.75
1,42.893,19.05
1,67.107,99.5
1,52.179,158.3
1,43.393,144.3
1,56.821,34.25
1,61.714,23.3
1,67.357,169.5
1,67.607,22.25
1,61.964,91.8
1,57.821,106.5
1,56.571,110.25
1,42.143,75.05
1,42.643,25.55
1,67.357,129.25
1,42.393,22.55
1,57.571,124.5
1,44.143,132.8
1,37.5,40.5
1,61.964,61.8
1,52.429,103.3
1,61.964,42.55
1,61.964,69.05
1,47.286,100.25
1,57.071,121.75
1,56.571,90.75
1,61.714,122.8
1,57.821,64.75
1,66.857,27.0
1,66.857,156.75
1,61.714,53.05
1,56.571,16.0
1,52.429,28.3
1,43.643,131.3
1,61.964,140.8
1,47.286,15.0
1,37.5,112.0
1,51.929,113.55
1,57.071,91.5
1,57.321,82.75
1,44.393,39.55
1,56.571,48.75
1,51.929,98.05
1,47.536,129.5
1,52.929,138.3
1,53.429,110.3
1,52.679,116.55
1,51.429,96.3
1,41.143,36.55
1,67.107,40.5
1,57.571,113.75
1,66.857,54.25
1,62.214,99.55
1,51.429,86.3
1,62.464,108.05
1,67.107,163.5
1,47.786,122.5
1,67.107,55.5
1,47.536,122.0
