forest,latitude,longitude
1,53.429,116.05
1,67.357,75.0
1,51.929,157.3
1,41.393,20.55
1,45.143,80.3
1,42.143,72.05
1,66.857,46.75
1,61.964,31.8
1,41.643,117.8
1,51.929,120.55
1,52.429,87.8
1,61.714,42.8
1,61.964,121.3
1,66.857,93.75
1,42.143,47.3
1,47.536,120.25
1,41.143,36.3
1,61.964,59.3
1,61.714,100.55
1,66.857,132.0
1,57.571,81.0
1,61.964,95.05
1,52.179,90.55
1,67.357,151.75
1,66.857,84.0
1,51.929,102.3
1,57.071,96.25
1,51.429,87.8
1,67.357,165.75
1,61.714,148.3
1,57.321,114.5
1,36.0,112.0
1,44.893,131.3
1,62.214,133.3
1,62.214,65.8
1,61.964,52.55
1,52.929,137.55
1,52.929,43.05
1,57.821,61.75
1,53.679,26.3
1,57.821,43.25
1,36.75,138.25
1,56.821,92.25
1,38.5,139.75
1,57.321,106.75
1,57.571,122.0
1,66.857,52.0
1,61.964,46.8
1,56.821,90.0
1,57.571,106.0
1,67.357,49.5
1,47.286,130.5
1,42.893,45.05
1,62.464,16.55
1,51.929,136.8
1,56.571,157.5
1,52.429,128.8
1,51.679,109.3
1,51.929,134.3
1,42.143,126.05
1,51.429,109.3
1,56.571,97.0
1,67.607,66.0
1,57.321,121.5
1,36.25,128.75
1,62.214,154.05
1,51.929,158.05
1,56.571,28.5
1,56.821,46.75
1,67.357,123.0
1,67.107,138.25
1,67.357,130.75
1,52.679,33.55
1,57.821,56.5
1,66.857,112.25
1,44.143,18.3
1,51.929,104.05
1,61.714,77.3
1,57.821,82.25
1,62.464,54.8
1,67.607,28.25
1,52.429,120.3
1,67.607,65.75
1,36.75,111.25
1,37.5,28.25
1,61.964,33.8
1,53.429,120.8
1,52.429,134.55
1,67.107,126.75
1,56.571,136.0
1,56.571,158.25
1,51.429,134.05
1,61.964,56.55
1,42.643,81.3
1,61.964,32.8
1,66.857,155.25
1,52.679,98.05
1,62.464,141.05
1,56.821,47.0
1,36.0,112.75
1,41.643,126.3
1,42.893,21.8
1,61.714,17.05
1,57.571,115.25
1,67.357,159.5
1,67.357,76.25
1,56.571,100.75
1,47.786,137.75
1,61.714,109.8
1,67.357,29.75
1,57.071,125.5
1,67.357,92.0
1,67.357,44.0
1,62.714,31.3
1,53.429,105.05
1,43.393,129.3
1,62.214,41.05
1,66.857,26.25
1,61.714,44.8
1,62.214,85.05
1,66.857,99.75
1,67.107,81.25
1,61.714,39.3
1,57.321,79.5
1,62.464,28.55
1,57.571,157.5
1,57.321,103.25
1,56.571,131.25
1,41.893,44.8
1,67.607,81.5
1,43.393,80.55
1,57.571,85.25
1,61.964,148.05
1,53.429,100.8
1,36.25,36.0
1,57.321,58.0
1,62.214,132.3
1,66.857,64.0
1,51.429,119.55
1,61.714,159.8
1,62.464,112.05
1,36.5,52.0
1,57.821,39.0
1,67.357,85.5
1,67.357,163.75
1,57.321,71.75
1,51.429,129.8
1,67.607,72.5
1,57.321,97.75
1,44.643,128.8
1,61.714,110.8
1,61.714,66.05
1,42.643,74.05
1,61.714,126.55
1,52.679,34.05
1,57.571,88.5
1,57.571,135.75
1,62.464,42.3
1,47.036,134.5
1,67.607,92.0
1,67.357,71.75
1,51.429,84.3
1,57.321,85.5
1,66.857,111.5
1,67.607,95.75
1,52.929,119.3
1,37.5,126.5
1,67.607,24.25
1,57.321,59.75
1,47.786,128.5
1,57.321,77.25
1,56.571,81.5
1,62.214,91.8
1,62.464,154.05
1,62.214,110.8
1,67.107,94.75
1,41.143,35.05
1,66.857,95.0
1,57.821,110.75
1,57.071,132.75
1,66.857,121.5
1,51.429,95.55
1,57.571,76.5
1,56.821,25.25
1,53.429,86.8
1,51.429,122.8
1,41.893,42.05
1,52.429,104.55
1,67.357,62.0
1,51.929,127.8
1,53.179,72.3
1,52.429,137.05
1,38.0,100.0
1,61.964,61.05
1,61.964,164.55
1,61.714,68.05
1,67.357,126.25
1,67.107,18.25
1,42.893,24.8
1,57.321,100.25
1,52.929,58.05
1,67.607,36.75
1,62.464,114.55
1,52.429,138.05
1,47.786,121.75
1,62.214,105.55
1,66.857,87.75
1,61.714,30.55
1,52.429,88.3
1,41.143,127.3
1,61.714,147.3
1,61.964,83.3
1,37.25,43.0
1,66.857,34.0
1,56.821,99.5
1,66.857,123.75
1,62.464,155.55
1,62.214,171.55
1,51.429,97.3
1,41.393,128.05
1,52.429,119.3
1,66.857,76.75
1,53.429,125.8
1,37.75,43.25
1,67.107,46.25
1,57.821,48.75
1,57.821,101.25
1,62.464,175.05
1,44.393,15.55
1,62.214,25.8
1,52.929,94.55
1,37.5,23.25
1,52.679,130.55
1,57.321,120.25
1,61.714,38.05
1,38.0,126.25
1,57.571,70.0
1,56.571,136.25
1,51.929,133.8
1,62.214,53.8
1,61.964,47.05
1,57.571,162.0
1,51.929,87.05
1,57.571,45.75
1,46.536,142.0
1,66.857,72.5
1,43.393,86.8
1,41.393,125.55
1,41.893,34.3
1,52.929,132.3
1,62.464,40.8
1,57.821,91.25
1,52.929,131.05
1,57.571,111.75
1,41.643,28.05
1,42.393,119.3
1,42.143,27.55
1,66.857,70.0
1,52.179,138.3
1,62.464,62.8
1,44.393,79.55
1,51.679,27.3
1,53.429,118.3
1,62.464,158.55
1,37.0,129.25
1,67.107,25.0
1,61.964,128.55
1,52.929,132.05
1,52.679,121.3
1,36.25,113.5
1,62.214,37.55
1,66.857,153.25
1,61.964,101.3
1,52.679,117.3
1,56.571,120.75
1,61.964,29.55
1,61.964,120.3
1,51.929,118.05
1,61.964,86.55
1,41.893,72.05
1,44.643,120.3
1,61.714,121.55
1,41.893,45.8
1,67.607,30.75
1,52.679,142.55
1,67.357,138.0
1,57.321,135.0
1,62.464,129.55
1,46.786,111.0
1,67.607,87.25
1,43.893,128.8
1,57.821,96.0
1,61.964,106.8
1,42.393,123.3
1,57.571,74.0
1,52.929,90.8
1,47.286,82.25
1,53.429,42.3
1,42.643,79.8
1,66.857,161.0
1,67.107,140.75
1,67.607,67.75
1,47.036,135.25
1,62.214,164.8
1,66.857,108.0
1,66.857,45.5
1,53.429,159.3
1,36.25,128.5
1,56.571,30.75
1,67.107,22.5
1,47.786,24.25
1,41.643,22.8
1,41.643,47.55
1,57.821,77.25
1,67.357,74.5
1,42.393,129.55
1,47.786,89.0
1,62.464,96.05
1,61.964,100.05
1,57.071,157.0
1,67.607,75.0
1,52.679,105.8
1,47.786,23.75
1,52.679,115.8
1,61.964,112.8
1,57.571,114.75
1,43.143,128.05
1,67.607,92.75
1,67.357,144.5
1,66.857,94.75
1,57.821,63.0
1,67.357,158.75
1,51.929,115.8
1,57.571,59.5
1,52.429,120.8
1,46.536,26.25
1,66.857,49.25
1,62.464,109.8
1,57.571,116.0
1,42.893,25.8
1,66.857,51.75
1,66.857,18.0
1,57.071,106.5
1,56.571,102.5
1,57.571,71.0
1,41.143,31.55
1,56.821,39.0
1,61.964,121.8
1,53.429,128.3
1,66.857,117.25
1,52.679,90.55
1,41.143,118.55
1,66.857,87.5
1,66.857,59.25
1,51.429,140.55
1,56.821,75.0
1,57.571,159.0
1,62.214,59.55
1,44.643,23.8
1,53.429,124.55
1,61.964,100.8
1,53.679,46.55
1,62.464,166.55
1,57.321,124.5
1,66.857,102.75
1,57.571,159.5
1,37.5,114.75
1,61.964,119.55
1,57.821,55.5
1,52.679,120.05
1,57.821,104.25
1,56.571,91.25
1,51.929,85.8
1,62.214,98.8
1,66.857,141.0
1,67.107,170.0
1,67.107,30.5
1,57.821,68.75
1,57.071,133.0
1,37.5,99.25
1,62.214,24.05
1,62.214,45.55
1,62.214,22.8
1,62.214,162.3
1,57.821,83.75
1,41.143,112.3
1,57.071,85.25
1,42.143,20.8
1,67.107,102.25
1,57.571,85.5
1,52.429,97.3
1,57.321,78.5
1,41.393,24.55
1,57.321,21.75
1,41.393,76.55
1,67.357,138.5
1,42.143,47.8
1,67.107,174.25
1,53.179,100.05
1,61.964,157.55
1,61.714,132.05
1,37.25,127.25
1,41.393,125.3
1,51.929,125.8
1,42.893,41.8
1,41.393,35.05
1,51.429,140.3
1,66.857,172.25
1,62.464,48.3
1,62.464,34.55
1,47.286,122.5
1,52.929,46.8
1,51.679,122.8
1,66.857,40.25
1,61.714,169.05
1,47.286,90.5
1,62.214,88.8
1,67.107,52.75
1,41.643,118.3
1,53.429,138.05
1,61.714,119.3
1,61.964,103.05
1,37.25,113.5
1,56.571,33.25
1,56.821,38.25
1,46.536,22.25
1,57.321,22.0
1,52.929,137.3
1,66.857,97.75
1,56.821,35.25
1,47.286,137.25
1,41.893,73.3
1,56.571,44.75
1,51.429,138.3
1,42.893,81.8
1,62.464,97.55
1,62.464,112.8
1,67.357,110.25
1,57.821,25.75
1,51.929,56.8
1,52.429,156.55
1,43.643,144.3
1,45.143,135.55
1,51.929,109.3
1,61.964,141.3
1,45.143,28.55
1,56.571,91.75
1,62.464,25.55
1,67.357,148.25
1,62.714,17.05
1,47.036,92.75
1,51.679,125.3
1,47.286,124.5
1,41.643,23.05
1,44.893,120.8
1,57.571,43.75
1,52.929,135.8
1,61.714,124.05
1,57.321,117.0
1,51.929,30.55
1,62.214,39.8
1,53.429,101.05
1,62.214,102.05
1,57.321,133.0
1,61.714,84.55
1,44.893,120.05
1,52.429,115.05
1,67.107,110.75
1,53.429,104.05
1,66.857,79.0
1,41.893,118.8
1,57.821,79.5
1,52.179,136.55
1,67.607,65.25
1,67.107,48.0
1,61.964,15.8
1,62.214,160.3
1,62.464,73.05
1,36.5,139.25
1,52.429,132.8
1,57.571,22.5
1,56.571,138.0
1,67.357,129.75
1,62.214,139.05
1,51.429,121.8
1,37.5,35.25
1,67.357,85.25
1,61.964,155.8
1,53.429,29.8
1,66.857,93.25
1,52.929,123.55
1,53.179,105.05
1,67.107,27.25
1,66.857,118.5
1,42.893,118.3
1,61.964,123.8
1,52.179,114.3
1,41.143,127.05
1,67.107,24.25
1,41.893,21.3
1,66.857,162.0
1,66.857,88.5
1,62.214,124.8
1,67.107,135.25
1,57.571,64.75
1,41.393,32.8
1,57.571,110.25
1,67.607,61.25
1,67.107,130.75
1,53.179,134.05
1,38.75,126.5
1,57.571,138.25
1,44.643,79.55
1,51.679,124.8
1,56.571,162.75
1,67.107,56.5
1,57.821,46.0
1,67.107,162.25
1,67.107,158.25
1,44.643,127.8
1,51.429,83.55
1,37.75,100.5
1,51.679,123.3
1,43.393,130.8
1,41.143,22.05
1,53.429,31.3
1,61.964,30.55
1,56.571,58.5
1,61.964,128.8
1,52.429,121.55
1,56.821,73.75
1,67.357,123.75
1,66.857,157.5
1,44.143,129.55
1,62.214,44.8
1,66.857,18.5
1,62.464,168.05
1,37.0,28.25
1,62.464,39.8
1,67.357,105.25
1,41.893,120.3
1,67.107,137.75
1,51.929,118.8
1,67.107,111.0
1,53.179,93.3
1,56.571,116.25
1,51.429,121.05
1,38.0,21.75
1,41.643,129.3
1,62.214,140.55
1,41.143,118.05
1,62.464,25.3
1,38.75,16.5
1,67.357,147.5
1,61.714,37.55
1,43.393,83.3
1,61.964,112.55
1,62.214,93.55
1,66.857,169.0
1,43.393,18.55
1,62.464,120.3
1,41.393,120.55
1,44.893,23.05
1,57.571,28.75
1,44.393,21.55
1,67.107,152.25
1,41.643,129.05
1,43.643,84.3
1,51.429,97.55
1,61.714,33.55
1,44.143,40.05
1,47.036,120.75
1,41.893,47.8
1,52.429,156.8
1,44.393,46.8
1,41.893,125.05
1,57.821,94.0
1,52.429,31.8
1,62.464,150.8
1,52.429,142.3
1,61.964,166.55
1,46.786,137.0
1,41.393,124.8
1,67.107,155.75
1,53.429,106.55
1,62.214,151.3
1,51.929,93.05
1,52.929,99.05
1,56.571,45.5
1,66.857,78.5
1,66.857,147.25
1,53.429,122.3
1,57.071,88.5
1,47.786,127.75
1,56.571,22.25
1,52.179,15.05
1,67.357,124.25
1,52.929,129.8
1,57.571,138.5
1,56.571,107.5
1,52.679,128.55
1,56.571,83.5
1,52.679,116.3
1,67.357,51.5
1,41.143,116.8
1,43.143,18.3
1,41.643,116.3
1,37.25,138.75
1,53.179,136.55
1,53.429,88.8
1,43.393,132.55
1,45.393,23.55
1,51.929,119.8
1,52.679,130.05
1,51.929,126.8
1,52.179,115.55
1,52.929,133.55
1,56.571,106.25
1,67.607,35.5
1,42.893,25.55
1,61.714,130.05
1,66.857,162.25
1,67.357,174.75
1,67.107,113.0
1,42.893,85.55
1,66.857,176.5
1,57.571,68.5
1,57.071,106.25
1,52.429,86.05
1,52.929,29.3
1,67.357,72.0
1,43.393,43.8
1,67.357,157.5
1,44.143,18.8
1,52.929,101.55
1,53.429,107.05
1,51.679,133.05
1,53.179,133.05
1,52.179,132.8
1,43.643,130.3
1,57.321,89.5
1,43.143,145.05
1,42.143,128.05
1,36.75,29.5
1,44.143,21.8
1,41.893,42.8
1,41.393,124.55
1,57.821,84.5
1,56.821,94.0
1,67.357,67.75
1,51.679,134.05
1,53.179,131.55
1,62.464,131.55
1,52.429,122.05
1,38.25,127.0
1,56.571,115.75
1,67.357,17.0
1,62.464,173.55
1,56.571,73.5
1,66.857,92.0
1,36.25,52.25
1,37.0,99.75
1,61.964,62.3
1,62.464,128.55
1,41.143,76.8
1,46.536,127.5
1,36.75,22.5
1,57.571,120.25
1,67.107,103.5
1,41.893,129.8
1,42.393,124.55
1,57.321,104.5
1,61.714,64.3
1,51.679,120.55
1,56.821,24.75
1,67.107,72.75
1,41.143,123.3
1,56.821,59.75
1,52.429,99.05
1,44.893,128.3
1,67.357,142.25
1,61.964,168.8
1,53.429,112.3
1,57.571,108.75
1,41.143,48.3
1,66.857,79.5
1,52.929,46.55
1,57.321,162.0
1,51.679,119.55
1,61.964,146.3
1,67.607,40.25
1,67.107,91.25
1,62.464,28.3
1,67.357,177.5
1,43.143,84.8
1,61.714,52.3
1,66.857,34.5
1,67.357,92.5
1,62.464,46.8
1,43.893,134.55
1,53.679,49.05
1,57.071,114.5
1,41.643,124.3
1,67.107,60.25
1,52.429,136.55
1,67.107,138.75
1,53.429,98.8
1,52.679,30.3
1,53.429,57.05
1,44.143,81.55
1,37.5,99.5
1,37.25,111.25
1,66.857,153.5
1,53.429,141.3
1,36.75,54.25
1,66.857,112.0
1,67.107,104.5
1,67.107,57.5
1,56.571,109.0
1,47.536,128.25
1,62.214,68.55
1,67.357,23.0
1,66.857,51.25
1,62.464,125.8
1,61.964,121.05
1,62.464,89.55
1,62.464,178.8
1,41.643,42.3
1,67.107,86.5
1,45.143,136.05
1,41.393,44.55
1,36.75,32.0
1,47.786,131.75
1,62.214,28.55
1,67.357,132.75
1,41.893,74.05
1,57.321,15.25
1,52.929,96.05
1,41.143,36.05
1,44.643,16.05
1,57.071,130.5
1,66.857,45.0
1,61.714,83.55
1,57.821,23.25
1,36.0,137.0
1,52.429,128.55
1,67.357,82.75
1,62.464,50.8
1,51.929,80.55
1,53.429,110.8
1,67.357,105.5
1,42.893,21.05
1,47.036,138.25
1,52.679,56.3
1,61.714,101.05
1,52.929,131.3
1,57.571,36.25
1,53.179,124.3
1,51.679,115.05
1,53.179,83.3
1,41.643,118.3
1,61.964,16.8
1,67.107,105.25
1,52.179,91.3
1,53.429,130.3
1,56.821,57.5
1,57.321,157.75
1,57.071,112.0
1,52.929,109.8
1,66.857,31.75
1,42.143,124.8
1,62.214,27.55
1,56.821,56.5
1,57.821,34.75
1,41.643,127.55
1,56.571,45.0
1,61.964,155.55
1,67.357,48.0
1,51.929,117.8
1,51.679,125.05
1,62.214,100.55
1,62.214,30.55
1,52.429,124.8
1,37.0,137.0
1,57.571,117.75
1,47.786,132.5
1,41.143,127.05
1,37.5,129.0
1,56.821,79.0
1,67.107,43.75
1,66.857,149.75
1,57.071,105.5
1,51.679,96.8
1,66.857,146.25
1,53.429,121.55
1,38.0,15.25
1,66.857,26.5
1,53.429,111.55
1,67.357,164.5
1,47.536,16.0
1,67.107,36.0
1,67.357,114.5
1,41.643,74.55
1,66.857,96.75
1,52.429,87.3
1,42.643,20.05
1,52.179,99.8
1,57.321,87.25
1,37.5,101.0
1,44.143,82.3
1,53.179,141.05
1,57.821,97.25
1,51.679,83.55
1,57.321,99.75
1,67.357,153.75
1,41.893,42.3
1,56.571,117.25
1,61.714,69.3
1,46.786,138.0
1,56.571,54.25
1,52.679,27.3
1,61.714,51.55
1,61.964,173.05
1,52.179,94.55
1,41.893,127.3
1,57.321,66.5
1,61.964,136.3
1,51.929,109.8
1,52.429,127.3
1,52.679,15.55
1,67.107,153.75
1,53.179,137.05
1,66.857,19.5
1,62.464,123.3
1,57.571,133.5
1,67.607,95.5
1,42.143,44.8
1,41.143,129.3
1,47.036,137.5
1,52.679,109.05
1,61.964,49.55
1,62.214,53.55
1,62.214,69.8
1,38.5,140.0
1,62.464,28.05
1,61.714,104.05
1,67.107,82.75
1,61.714,127.05
1,62.464,159.55
1,57.321,71.25
1,43.893,144.05
1,42.393,44.8
1,41.643,20.3
1,43.393,142.3
1,56.821,15.25
1,66.857,138.75
1,67.107,40.75
1,62.464,17.55
1,67.107,27.75
1,56.571,108.0
1,61.714,37.05
1,41.643,43.55
1,67.357,53.0
1,56.571,29.75
1,53.179,97.05
1,51.679,107.05
1,67.357,97.0
1,66.857,127.5
1,52.679,26.05
1,62.214,52.05
1,66.857,152.5
1,42.893,142.3
1,62.464,124.3
1,62.214,102.3
1,36.25,110.0
1,52.929,125.3
1,41.143,118.8
1,44.643,134.3
1,66.857,53.5
1,56.571,127.5
1,36.0,127.25
1,53.179,156.8
1,66.857,55.0
1,66.857,22.5
1,62.464,34.8
1,67.357,106.0
1,42.393,124.8
1,36.75,140.5
1,61.964,56.3
1,62.464,140.8
1,52.429,127.05
1,62.464,94.8
1,57.821,79.0
1,51.429,93.05
1,67.357,109.75
1,67.607,76.0
1,52.179,125.55
1,62.464,134.55
1,41.143,45.05
1,57.071,85.0
1,61.964,56.8
1,67.107,19.75
1,51.429,112.05
1,67.357,70.25
1,67.607,56.25
1,62.464,145.3
1,67.607,52.0
1,66.857,155.0
1,43.893,134.05
1,43.393,143.3
1,62.464,32.55
1,46.786,135.5
1,56.571,107.25
1,44.393,22.3
1,67.107,33.25
1,37.5,44.5
1,47.536,109.0
1,52.429,111.3
1,61.964,142.55
1,52.429,105.05
1,42.393,85.05
1,62.464,51.55
1,67.357,55.75
1,36.25,101.75
1,47.536,112.0
1,62.214,100.05
1,57.321,98.0
1,47.786,131.25
1,51.679,86.05
1,52.929,94.8
1,61.964,25.8
1,61.714,44.55
1,57.071,138.25
1,66.857,159.25
1,62.464,89.05
1,62.464,178.55
1,36.25,48.5
1,42.893,77.05
1,66.857,120.25
1,52.929,133.8
1,36.25,101.25
1,51.679,126.8
1,41.393,118.05
1,52.679,117.05
1,62.464,21.8
1,57.821,66.5
1,41.643,123.8
1,44.643,131.3
1,57.821,85.5
1,66.857,171.0
1,52.429,86.3
1,37.5,98.75
1,42.893,78.8
1,61.964,68.55
1,51.929,103.55
1,66.857,101.75
1,52.179,157.05
1,61.714,34.55
1,43.393,81.55
1,62.214,15.3
1,61.964,46.3
1,57.821,62.5
1,62.214,112.55
1,57.071,103.25
1,45.143,135.05
1,51.429,116.55
1,51.679,122.3
1,52.429,120.55
1,52.429,121.05
1,42.893,26.3
1,57.571,115.75
1,47.536,122.25
1,43.643,127.8
1,52.179,25.8
1,52.929,134.3
1,67.357,83.0
1,52.929,100.05
1,57.571,100.5
1,56.571,60.25
1,62.714,33.55
1,38.75,112.0
1,56.821,65.0
1,56.571,31.0
1,52.429,122.3
1,43.893,18.3
1,51.929,138.05
1,57.071,113.75
1,66.857,134.75
1,36.5,109.25
1,61.964,89.55
1,61.964,114.8
1,44.893,23.8
1,67.357,94.25
1,47.286,129.5
1,43.143,77.3
1,61.714,77.05
1,61.714,15.05
1,66.857,22.75
1,51.429,95.8
1,41.643,72.05
1,51.429,125.55
1,37.0,137.75
1,56.821,80.5
1,67.107,67.0
1,44.393,72.55
1,57.571,74.75
1,61.714,75.8
1,41.893,124.55
1,62.214,147.3
1,51.929,141.3
1,56.571,107.0
1,51.429,52.3
1,66.857,49.5
1,37.5,43.5
1,53.429,104.8
1,41.893,119.05
1,61.714,16.55
1,37.5,43.0
1,62.214,84.8
1,61.964,52.3
1,66.857,32.25
1,62.464,67.8
1,57.321,94.0
1,61.964,60.8
1,47.786,25.25
1,56.821,92.75
1,67.357,101.0
1,57.571,70.5
1,57.321,95.5
1,61.714,135.3
1,61.714,94.55
1,36.5,129.0
1,62.214,117.55
1,67.357,86.5
1,67.607,94.5
1,53.429,118.8
1,53.179,135.8
1,41.643,34.8
1,53.679,20.55
1,47.536,23.0
1,57.571,100.0
1,41.643,32.3
1,67.107,130.0
1,41.893,20.8
1,61.714,118.05
1,62.214,61.55
1,67.107,45.75
1,51.929,121.8
1,66.857,118.0
1,67.357,104.75
1,38.0,140.5
1,62.214,33.3
1,42.643,71.8
1,67.607,19.0
1,38.5,70.5
1,56.571,88.25
1,67.107,95.25
1,53.429,127.55
1,57.821,28.5
1,47.036,119.5
1,46.786,100.5
1,67.107,102.0
1,52.429,157.8
1,41.143,40.8
1,52.929,32.3
1,47.036,85.5
1,43.393,133.3
1,67.607,83.75
1,41.393,73.55
1,41.643,45.8
1,51.929,126.05
1,56.571,59.5
1,46.786,26.0
1,51.679,157.8
1,43.393,22.3
1,57.821,74.75
1,56.821,22.5
1,66.857,71.5
1,57.821,63.75
1,38.25,126.75
1,61.714,81.8
1,42.143,125.8
1,53.179,123.8
1,56.571,115.0
1,62.464,59.8
1,61.714,29.05
1,56.821,29.25
1,42.893,44.55
1,62.214,108.3
1,56.571,132.5
1,43.393,129.8
1,56.571,47.5
1,47.536,135.0
1,61.714,141.55
1,66.857,24.0
1,61.714,108.05
1,67.607,67.0
1,44.893,134.05
1,52.179,100.3
1,41.393,23.3
1,67.357,27.5
1,44.643,39.55
1,61.714,24.55
1,61.964,27.8
1,57.321,96.0
1,45.393,22.55
1,36.0,138.0
1,43.893,129.55
1,61.964,169.05
1,57.321,82.0
1,47.786,135.75
1,61.964,162.55
1,56.821,96.75
1,43.893,19.3
1,67.357,98.5
1,51.929,85.55
1,41.143,129.05
1,57.321,130.75
1,51.679,84.8
1,53.179,121.05
1,36.5,54.0
1,62.214,59.3
1,52.179,94.3
1,56.571,48.25
1,44.393,16.05
1,57.571,107.5
1,61.714,102.8
1,43.643,129.3
1,41.643,118.05
1,38.75,127.75
1,57.321,132.25
1,62.464,135.05
1,67.107,101.25
1,53.429,58.3
1,42.393,41.8
1,61.964,160.3
1,57.821,79.25
1,38.25,100.75
1,41.893,33.3
1,41.643,47.8
1,56.571,160.75
1,45.393,25.8
1,53.429,95.3
1,67.357,118.5
1,61.964,150.05
1,62.464,115.8
1,53.179,95.05
1,36.75,113.5
1,52.429,26.8
1,67.107,48.75
1,41.643,120.05
1,57.071,123.75
1,53.429,137.3
1,61.964,65.55
1,51.679,140.55
1,67.607,60.25
1,66.857,113.0
1,52.679,139.8
1,36.0,127.75
1,51.929,104.3
1,66.857,23.5
1,57.071,108.75
1,51.429,111.8
1,67.357,36.75
1,47.536,130.0
1,62.714,18.05
1,62.464,23.8
1,57.071,90.0
1,53.429,131.05
1,38.5,21.5
1,67.607,29.0
1,56.571,33.0
1,52.179,95.8
1,62.214,26.3
1,56.571,15.25
1,61.714,132.55
1,62.464,59.05
1,57.821,31.0
1,57.571,113.25
1,51.429,138.05
1,43.893,129.05
1,41.143,23.8
1,61.714,113.05
1,47.786,142.25
1,67.357,107.25
1,47.286,89.5
1,51.429,112.3
1,66.857,168.5
1,67.107,42.75
1,41.893,81.3
1,61.714,149.3
1,51.429,128.8
1,53.429,89.05
1,42.643,25.05
1,67.357,24.5
1,56.821,83.0
1,61.964,115.8
1,67.107,84.75
1,61.964,112.05
1,62.464,102.3
1,57.821,93.5
1,41.143,127.3
1,56.571,117.75
1,46.536,128.75
1,42.893,18.8
1,41.643,43.8
1,62.464,109.05
1,53.429,114.55
1,38.75,70.25
1,36.75,50.5
1,44.393,39.05
1,41.393,129.3
1,47.036,90.5
1,62.214,64.55
1,62.214,174.3
1,61.964,141.55
1,67.107,122.0
1,36.5,118.25
1,67.357,49.0
1,67.107,108.75
1,61.964,51.05
1,52.929,135.3
1,43.643,83.3
1,53.179,57.3
1,44.643,135.55
1,57.571,57.75
1,51.929,127.3
1,61.714,76.3
1,67.357,118.75
1,62.714,32.3
1,57.821,112.0
1,62.464,118.05
1,61.964,45.55
1,44.143,17.05
1,42.893,86.3
1,41.893,46.3
1,66.857,39.0
1,61.964,167.05
1,53.429,114.3
1,57.571,123.5
1,46.286,15.25
1,52.179,140.55
1,52.679,138.55
1,41.393,129.05
1,44.893,142.05
1,67.607,26.75
1,57.071,158.25
1,57.321,103.75
1,62.714,33.8
1,61.964,139.8
1,57.071,84.75
1,57.571,51.0
1,52.929,156.8
1,57.321,77.75
1,67.107,29.0
1,62.464,92.55
1,43.893,135.05
1,36.75,47.25
1,56.821,32.5
1,51.429,121.3
1,62.464,126.55
1,67.357,20.0
1,62.464,94.55
1,53.429,127.3
1,45.143,19.55
1,61.964,80.8
1,67.357,62.25
1,57.821,91.75
1,57.321,33.75
1,52.179,99.55
1,53.179,58.3
1,52.679,86.8
1,57.321,26.25
1,66.857,171.75
1,62.214,57.3
1,53.679,57.55
1,67.107,116.75
1,62.464,43.8
1,61.964,38.3
1,43.143,82.3
1,56.821,92.5
1,56.571,88.5
1,61.964,122.8
1,67.607,84.75
1,52.679,112.05
1,44.893,128.05
1,42.893,129.05
1,56.571,28.25
1,67.357,15.25
1,67.607,93.75
1,53.679,17.8
1,56.821,36.75
1,56.821,88.25
1,53.179,119.55
1,41.643,35.3
1,62.214,164.55
1,41.643,127.3
1,47.286,89.75
1,62.214,155.55
1,42.893,87.05
1,61.964,50.05
1,57.571,91.25
1,57.571,16.5
1,51.679,101.8
1,61.714,53.8
1,52.679,97.3
1,47.286,25.75
1,66.857,36.75
1,41.893,129.55
1,44.643,18.3
1,51.679,123.05
1,45.393,25.55
1,37.5,27.75
1,67.107,70.0
1,67.357,71.0
1,53.179,25.3
1,43.643,42.05
1,42.393,18.8
1,67.107,42.5
1,57.571,96.5
1,53.179,56.8
1,57.321,32.25
1,43.393,127.8
1,67.357,94.75
1,62.214,127.8
1,53.679,44.55
1,67.607,96.0
1,61.714,96.55
1,61.964,156.55
1,62.464,167.05
1,57.571,79.25
1,56.571,127.75
1,42.143,72.8
1,61.714,122.3
1,43.643,141.55
1,52.679,87.8
1,42.643,140.55
1,41.643,127.55
1,47.286,103.75
1,67.357,137.0
1,44.643,16.8
1,61.714,164.55
1,62.214,129.3
1,66.857,102.25
1,56.821,61.0
1,57.571,74.25
1,62.214,150.8
1,61.714,100.05
1,61.964,69.3
1,51.929,130.8
1,51.679,108.8
1,41.893,21.3
1,57.321,15.75
1,52.929,47.05
1,67.107,44.25
1,61.714,87.3
1,61.714,53.3
1,62.214,160.05
1,48.036,26.25
1,53.179,106.05
1,51.929,124.8
1,52.929,127.8
1,61.964,167.8
1,36.0,115.75
1,61.964,42.05
1,42.893,42.55
1,67.607,93.25
1,61.714,103.55
1,57.071,159.0
1,52.429,101.8
1,52.679,118.05
1,44.643,131.8
1,42.143,129.55
1,57.321,133.75
1,42.393,23.3
1,61.964,156.3
1,51.929,31.3
1,57.821,43.5
1,36.5,117.25
1,42.643,82.05
1,38.5,113.5
1,62.214,96.8
1,51.929,118.3
1,66.857,61.25
1,66.857,106.25
1,56.821,87.0
1,36.5,127.75
1,51.929,129.05
1,57.321,32.75
1,52.679,135.55
1,47.036,133.75
1,57.571,100.25
1,62.464,40.3
1,56.821,39.75
1,52.679,113.8
1,57.321,125.25
1,66.857,102.0
1,57.571,97.5
