field,latitude,longitude
1,42.393,21.05
1,37.0,40.75
1,51.429,25.8
1,52.179,24.55
1,51.679,16.05
1,47.786,134.25
1,43.893,44.8
1,56.821,41.5
1,57.071,48.25
1,47.536,30.0
1,41.143,27.55
1,52.429,62.3
1,41.393,48.8
1,52.429,55.8
1,53.429,18.8
1,51.429,20.05
1,46.786,35.0
1,36.75,68.75
1,52.929,81.05
1,45.393,28.3
1,36.75,57.0
1,45.143,41.3
1,38.25,101.0
1,37.0,40.5
1,51.679,72.55
1,44.643,21.05
1,47.786,32.25
1,52.929,48.8
1,52.929,25.3
1,51.679,58.05
1,36.5,37.5
1,47.036,36.0
1,52.429,40.05
1,53.179,22.55
1,51.679,34.8
1,62.464,26.3
1,52.929,35.55
1,46.286,17.5
1,52.679,43.05
1,52.929,82.55
1,37.25,54.75
1,46.286,30.0
1,62.214,31.3
1,46.786,30.0
1,36.75,43.5
1,44.393,44.55
1,52.679,40.8
1,47.786,38.25
1,61.964,28.55
1,43.393,144.55
1,52.429,42.3
1,44.893,42.3
1,43.893,89.55
1,43.893,119.55
1,53.429,28.8
1,45.393,39.8
1,44.893,28.05
1,52.179,46.3
1,36.75,115.25
1,51.429,42.55
1,41.643,122.8
1,53.179,45.8
1,47.536,124.5
1,57.571,18.75
1,57.821,40.5
1,47.786,17.75
1,44.643,85.8
1,52.179,51.05
1,42.143,59.05
1,42.143,59.55
1,44.643,27.3
1,52.679,49.3
1,47.036,21.5
1,43.143,72.55
1,51.679,55.55
1,52.679,17.3
1,44.893,124.55
1,51.429,53.05
1,52.929,76.8
1,51.929,38.55
1,53.429,103.3
1,62.464,22.55
1,51.929,19.8
1,39.0,32.25
1,47.786,125.0
1,53.429,44.05
1,46.536,28.75
1,52.179,39.05
1,48.036,30.0
1,47.036,31.5
1,56.821,47.5
1,46.536,34.25
1,52.679,15.05
1,36.5,39.5
1,57.821,52.75
1,51.429,82.05
1,52.679,66.55
1,52.429,61.55
1,53.179,51.3
1,47.786,31.25
1,52.679,70.05
1,45.393,43.3
1,39.0,33.25
1,53.179,36.55
1,52.929,51.55
1,37.75,67.25
1,36.5,43.0
1,57.571,18.25
1,46.536,28.5
1,52.429,53.55
1,46.786,42.0
1,41.893,15.8
1,44.393,27.3
1,52.179,85.8
1,51.429,50.55
1,51.429,56.8
1,47.036,82.0
1,57.571,50.0
1,53.679,43.55
1,43.893,26.8
1,45.143,27.8
1,52.179,51.8
1,48.036,31.25
1,52.679,27.55
1,48.036,28.25
1,51.929,31.8
1,51.679,40.8
1,47.786,38.0
1,38.0,46.0
1,53.179,103.3
1,53.429,73.3
1,53.179,28.8
1,51.929,18.55
1,52.429,78.8
1,44.143,42.05
1,52.929,37.05
1,37.25,67.75
1,53.679,55.55
1,57.071,49.75
1,44.893,85.55
1,53.179,68.3
1,52.429,15.3
1,47.036,40.5
1,36.5,46.5
1,46.286,40.0
1,53.679,36.55
1,42.893,73.05
1,36.75,40.5
1,53.179,42.05
1,52.929,19.55
1,53.679,23.55
1,52.429,77.8
1,53.429,52.05
1,51.929,50.3
1,47.536,16.75
1,52.929,54.3
1,41.393,123.05
1,46.536,122.75
1,52.429,40.8
1,52.429,29.8
1,38.0,115.25
1,56.821,49.75
1,43.643,77.55
1,45.143,19.05
1,56.571,60.25
1,57.071,24.5
1,47.536,42.0
1,56.571,24.25
1,45.143,40.3
1,52.429,29.3
1,51.429,49.05
1,51.679,60.8
1,57.571,46.75
1,47.786,46.75
1,51.679,62.55
1,46.786,20.75
1,44.393,85.3
1,52.179,67.05
1,45.393,28.8
1,43.643,79.55
1,44.393,23.55
1,43.393,45.3
1,52.929,83.3
1,57.321,28.25
1,36.0,40.0
1,57.321,65.5
1,53.179,55.55
1,52.429,49.05
1,62.464,16.8
1,47.536,37.75
1,56.571,22.0
1,53.179,38.05
1,52.429,49.55
1,52.179,41.3
1,51.929,79.8
1,52.679,45.55
1,51.429,34.05
1,43.393,23.8
1,44.393,43.05
1,52.179,52.05
1,47.536,123.25
1,46.536,29.0
1,43.893,144.05
1,48.036,40.75
1,51.929,31.55
1,47.036,124.75
1,47.536,125.25
1,37.0,45.5
1,46.286,42.25
1,36.75,39.75
1,62.464,30.3
1,52.429,51.3
1,52.179,43.05
1,46.286,30.5
1,47.536,42.25
1,51.929,53.55
1,36.75,38.75
1,52.429,66.3
1,37.0,54.75
1,53.179,23.05
1,53.429,92.05
1,41.393,46.3
1,44.643,86.05
1,48.036,21.75
1,51.429,43.55
1,57.571,41.5
1,47.786,23.25
1,44.893,28.3
1,43.893,77.55
1,42.393,24.55
1,53.179,29.55
1,42.643,27.05
1,46.536,33.0
1,52.429,23.3
1,51.929,32.8
1,47.286,35.5
1,53.429,103.05
1,47.036,37.25
1,52.929,17.05
1,47.036,31.75
1,43.893,26.55
1,46.536,83.75
1,51.929,43.8
1,41.643,15.05
1,51.679,72.8
1,46.536,39.0
1,44.143,85.8
1,52.929,44.05
1,57.571,25.0
1,47.286,16.0
1,44.893,43.55
1,37.75,21.5
1,47.536,37.25
1,53.429,17.3
1,53.429,53.55
1,52.929,26.8
1,51.929,19.55
1,52.429,48.55
1,52.929,16.05
1,53.179,61.05
1,46.286,124.75
1,53.179,18.55
1,53.429,52.8
1,44.893,44.05
1,47.786,41.5
1,53.179,71.8
1,46.536,19.0
1,38.0,116.0
1,47.786,40.0
1,52.429,79.55
1,45.393,19.05
1,45.143,20.8
1,44.643,142.3
1,51.679,82.8
1,51.679,20.05
1,46.786,29.0
1,51.679,63.05
1,53.179,79.3
1,36.5,37.0
1,53.429,47.8
1,62.714,23.55
1,37.25,69.75
1,51.679,17.05
1,37.25,37.0
1,46.786,17.25
1,43.643,23.55
1,52.429,78.3
1,62.214,24.3
1,51.679,19.05
1,51.679,16.8
1,52.179,17.55
1,47.036,21.0
1,51.929,41.55
1,47.286,132.75
1,52.679,78.05
1,44.143,25.05
1,44.643,125.05
1,53.179,53.05
1,46.536,30.5
1,51.679,50.55
1,61.964,27.3
1,51.929,15.3
1,53.679,52.3
1,53.429,29.8
1,51.929,38.8
1,47.036,127.0
1,52.429,38.05
1,43.143,58.8
1,46.536,43.5
1,39.0,33.5
1,53.429,34.8
1,57.821,50.25
1,38.25,45.0
1,52.429,71.3
1,53.679,24.3
1,56.821,26.75
1,51.929,23.3
1,47.536,30.25
1,56.571,40.0
1,43.393,121.05
1,51.679,37.05
1,47.786,22.25
1,52.929,85.8
1,51.679,83.05
1,48.036,44.5
1,53.179,37.05
1,43.643,45.3
1,47.786,123.75
1,62.464,23.55
1,51.679,82.55
1,46.536,41.75
1,46.786,29.5
1,43.893,26.05
1,43.893,43.3
1,51.679,19.8
1,51.429,34.8
1,53.179,79.8
1,47.786,19.25
1,44.143,44.3
1,52.179,38.55
1,42.143,26.05
1,41.643,45.05
1,41.393,111.55
1,47.036,20.25
1,36.5,48.75
1,43.643,24.3
1,51.679,31.05
1,45.143,39.3
1,44.393,124.05
1,56.821,63.0
1,45.393,20.55
1,44.143,24.8
1,47.536,37.5
1,52.679,80.55
1,51.429,66.05
1,47.536,22.5
1,51.429,50.3
1,47.036,30.75
1,52.679,28.05
1,52.679,65.3
1,47.786,34.0
1,44.893,33.8
1,44.643,43.8
1,51.429,54.3
1,46.786,123.5
1,38.0,118.0
1,37.25,58.25
1,53.429,43.8
1,52.929,78.3
1,46.786,36.5
1,53.429,62.8
1,61.714,64.05
1,46.786,32.5
1,53.179,42.3
1,53.429,27.05
1,46.286,33.75
1,47.286,30.5
1,51.679,35.05
1,44.143,125.55
1,44.893,96.8
1,53.679,46.3
1,48.036,16.75
1,43.893,90.3
1,41.643,58.8
1,46.286,21.5
1,37.0,38.75
1,51.679,60.3
1,57.571,25.75
1,44.643,44.05
1,51.679,60.55
1,62.464,30.8
1,62.464,15.55
1,43.893,82.3
1,57.571,55.0
1,52.429,54.05
1,37.25,126.75
1,51.679,79.55
1,44.143,87.05
1,37.75,69.5
1,52.929,24.05
1,52.429,53.8
1,42.393,122.8
1,62.214,22.8
1,36.0,37.25
1,45.393,38.55
1,51.929,21.3
1,46.286,132.75
1,46.786,19.25
1,45.143,41.55
1,52.929,82.8
1,52.179,80.05
1,44.893,39.8
1,57.071,25.5
1,53.429,85.3
1,52.429,16.05
1,52.679,43.3
1,53.679,50.55
1,51.429,27.3
1,47.036,132.0
1,57.821,26.75
1,43.393,24.8
1,53.179,27.3
1,41.893,61.3
1,48.036,27.75
1,52.679,53.3
1,43.643,23.8
1,52.679,81.3
1,46.536,16.75
1,51.679,43.05
1,62.464,16.3
1,51.929,23.55
1,43.143,23.8
1,52.679,44.3
1,52.929,42.05
1,44.643,26.8
1,47.536,20.5
1,53.179,17.55
1,36.75,35.5
1,51.679,66.8
1,52.429,21.8
1,47.036,123.25
1,36.0,39.25
1,52.179,59.3
1,38.0,62.0
1,53.429,41.05
1,45.393,27.3
1,46.786,41.5
1,52.679,24.05
1,46.536,27.75
1,43.643,26.3
1,52.429,44.3
1,51.929,81.55
1,52.429,51.05
1,53.679,40.3
1,52.929,37.55
1,37.0,37.0
1,52.179,84.8
1,52.429,22.3
1,51.929,50.55
1,46.786,15.75
1,53.679,53.8
1,51.429,51.05
1,46.786,121.25
1,37.0,127.5
1,52.679,82.8
1,46.536,20.5
1,56.821,49.0
1,61.964,54.05
1,44.143,28.05
1,51.929,108.05
1,52.429,19.8
1,37.75,32.75
1,52.679,51.05
1,37.5,33.0
1,52.929,40.8
1,48.036,29.75
1,38.0,58.25
1,52.179,23.8
1,52.679,44.8
1,53.179,79.05
1,44.893,37.55
1,46.536,125.75
1,53.179,16.55
1,62.214,31.8
1,46.786,41.25
1,38.25,42.0
1,51.929,52.05
1,36.0,42.5
1,46.786,29.75
1,53.429,25.05
1,51.429,51.3
1,44.893,41.8
1,47.786,43.5
1,52.929,38.05
1,38.25,33.0
1,51.429,44.05
1,43.143,44.8
1,51.929,60.55
1,51.679,15.05
1,47.286,33.25
1,52.429,30.8
1,52.179,15.8
1,47.786,41.0
1,45.143,36.3
1,41.643,61.05
1,37.25,36.0
1,42.643,27.3
1,37.0,35.75
1,52.429,46.8
1,52.679,55.8
1,46.786,44.25
1,52.929,44.3
1,46.536,41.0
1,42.893,141.55
1,43.393,142.55
1,47.036,34.75
1,43.643,25.3
1,37.0,38.5
1,52.679,77.3
1,46.536,18.75
1,36.25,38.25
1,53.429,55.8
1,53.429,53.3
1,45.393,40.05
1,47.786,36.75
1,53.179,75.8
1,52.179,19.05
1,43.393,24.55
1,41.143,27.3
1,47.786,36.0
1,47.536,44.25
1,57.071,49.0
1,51.429,25.55
1,53.179,74.8
1,47.536,30.75
1,47.036,19.5
1,47.536,32.25
1,47.786,27.75
1,42.143,48.05
1,44.643,21.3
1,53.429,28.05
1,53.679,52.55
1,41.143,108.55
1,52.679,74.05
1,37.5,66.0
1,56.821,22.0
1,57.321,101.5
1,37.75,40.5
1,42.143,25.3
1,45.143,126.05
1,52.929,76.55
1,51.429,40.55
1,47.036,122.75
1,46.536,20.25
1,41.393,16.05
1,52.179,52.8
1,52.179,65.55
1,46.286,29.5
1,52.679,65.05
1,57.571,53.75
1,53.679,32.8
1,44.143,23.05
1,51.429,115.8
1,52.179,32.05
1,36.0,41.75
1,53.179,69.3
1,52.929,63.3
1,42.893,74.3
1,45.143,35.55
1,56.571,53.25
1,37.5,29.75
1,53.429,84.8
1,47.536,27.75
1,42.643,26.3
1,53.679,30.05
1,57.571,48.5
1,45.143,38.3
1,52.429,26.05
1,41.643,48.55
1,51.679,54.05
1,41.643,26.3
1,43.143,25.55
1,47.036,131.0
1,37.75,30.25
1,56.571,23.25
1,47.286,41.0
1,39.0,31.5
1,52.179,15.55
1,51.429,81.8
1,52.929,77.3
1,48.036,32.5
1,53.179,104.3
1,53.679,41.3
1,42.643,26.05
1,52.679,76.8
1,37.5,61.75
1,53.429,55.55
1,51.679,60.55
1,51.679,55.05
1,53.179,59.3
1,44.393,87.55
1,42.893,72.8
1,45.393,41.55
1,36.75,53.0
1,43.643,44.05
1,57.821,52.5
1,62.214,27.3
1,53.679,49.3
1,51.429,17.3
1,52.679,77.05
1,38.25,36.25
1,52.679,47.8
1,46.536,38.0
1,56.571,49.5
1,56.571,21.5
1,51.929,58.05
1,38.25,115.75
1,52.179,42.8
1,46.536,20.75
1,52.929,39.3
1,53.429,71.3
1,43.643,26.55
1,51.679,34.05
1,57.071,52.25
1,46.786,36.25
1,48.036,22.5
1,46.286,39.5
1,52.679,47.05
1,42.143,60.05
1,51.679,58.3
1,52.179,17.05
1,47.286,22.0
1,47.786,41.75
1,51.679,51.8
1,53.179,41.55
1,53.429,54.05
1,52.679,29.55
1,62.714,28.3
1,52.929,20.3
1,43.643,27.8
1,57.321,53.5
1,53.429,46.3
1,36.5,55.0
1,52.929,30.05
1,52.179,15.3
1,46.286,39.25
1,36.75,40.75
1,51.429,51.55
1,48.036,21.25
1,47.286,18.5
1,61.964,24.55
1,46.536,88.0
1,52.929,27.3
1,47.536,133.5
1,56.821,64.25
1,53.679,16.8
1,52.179,18.8
1,46.536,40.0
1,47.786,31.75
1,46.786,20.5
1,46.536,24.5
1,47.536,20.25
1,41.393,26.8
1,41.893,140.3
1,41.893,60.55
1,38.0,77.25
1,43.143,24.8
1,52.429,53.3
1,48.036,22.0
1,51.429,73.05
1,51.929,53.3
1,46.536,17.75
1,36.0,60.0
1,52.929,80.55
1,57.821,29.5
1,46.786,35.25
1,37.5,61.0
1,62.714,25.3
1,52.179,82.55
1,52.679,81.05
1,51.429,80.05
1,47.536,132.5
1,53.179,83.05
1,52.679,82.05
1,52.929,52.55
1,48.036,38.75
1,46.286,24.25
1,46.786,21.0
1,38.25,23.25
1,52.929,49.3
1,46.536,23.75
1,52.429,15.8
1,62.714,22.3
1,53.429,19.55
1,46.536,40.25
1,52.679,64.05
1,52.429,52.8
1,62.214,24.8
1,62.714,21.3
1,53.429,84.3
1,45.143,40.55
1,47.286,19.75
1,51.429,53.55
1,52.179,39.3
1,47.286,44.5
1,46.536,126.25
1,37.0,62.5
1,44.643,43.3
1,52.179,86.3
1,44.393,26.3
1,53.679,22.3
1,48.036,18.0
1,47.786,73.5
1,52.179,83.3
1,52.679,62.3
1,53.429,48.8
1,52.179,44.3
1,48.036,28.5
1,46.536,43.75
1,51.429,50.8
1,57.571,63.5
1,38.75,36.5
1,52.179,41.8
1,53.679,17.55
1,47.286,40.75
1,44.893,21.05
1,48.036,26.0
1,43.393,47.3
1,47.036,17.25
1,43.643,25.55
1,53.429,66.8
1,52.929,50.8
1,57.821,40.75
1,53.179,71.05
1,51.429,31.05
1,46.536,86.0
1,52.679,38.05
1,46.536,34.5
1,56.571,53.5
1,51.679,63.8
1,57.821,47.75
1,52.429,43.55
1,38.25,28.0
1,43.893,121.3
1,47.036,20.0
1,38.5,32.75
1,52.679,23.05
1,42.893,47.55
1,52.929,43.3
1,53.429,48.55
1,47.536,21.0
1,37.25,100.25
1,47.286,21.25
1,47.536,43.5
1,51.429,35.55
1,57.821,45.5
1,52.929,53.05
1,36.25,54.75
1,45.393,18.55
1,56.571,37.75
1,51.429,44.55
1,43.393,122.05
1,57.821,40.25
1,52.179,37.3
1,37.5,61.25
1,47.786,32.75
1,53.429,91.8
1,37.25,38.5
1,47.286,38.5
1,53.679,27.05
1,41.893,59.55
1,51.929,15.05
1,37.25,32.75
1,62.464,16.55
1,42.893,72.55
1,53.679,39.8
1,48.036,39.5
1,46.786,34.0
1,53.429,37.3
1,53.179,86.8
1,51.679,22.05
1,47.536,31.25
1,52.929,29.55
1,52.679,24.3
1,53.679,23.05
1,44.393,126.55
1,52.429,36.05
1,52.679,21.8
1,44.643,41.3
1,43.643,44.55
1,45.143,35.3
1,47.536,40.25
1,47.536,31.75
1,36.25,38.5
1,62.464,28.55
1,46.786,83.0
1,51.929,29.55
1,53.429,50.55
1,47.286,38.25
1,51.679,55.3
1,62.214,27.55
1,45.143,43.55
1,47.786,34.25
1,53.679,50.3
1,56.821,23.25
1,52.929,45.3
1,61.964,132.3
1,51.429,21.05
1,52.179,16.55
1,46.536,39.25
1,52.929,71.05
1,52.179,73.8
1,38.75,30.0
1,52.179,75.8
1,44.393,44.8
1,52.929,24.3
1,53.429,38.8
1,47.036,33.25
1,51.679,61.3
1,52.179,51.55
1,51.679,51.3
1,48.036,21.5
1,43.393,46.3
1,53.429,19.3
1,53.679,51.55
1,53.429,52.55
1,52.179,85.55
1,45.143,20.55
1,41.143,35.55
1,57.071,41.5
1,51.929,23.05
1,47.286,43.25
1,46.786,39.75
1,53.429,60.55
1,47.286,29.25
1,52.679,39.05
1,51.929,26.55
1,52.429,78.55
1,57.821,49.25
1,53.429,25.8
1,46.786,20.25
1,36.75,95.5
1,53.179,18.8
1,47.286,20.75
1,57.571,47.5
1,53.179,20.55
1,45.143,33.55
1,44.643,124.3
1,48.036,19.5
1,53.679,15.55
1,42.643,26.55
1,57.071,41.0
1,53.429,81.8
1,47.286,130.0
1,44.143,28.55
1,52.679,68.8
1,45.143,64.8
1,51.679,56.55
1,47.036,42.5
1,52.429,22.8
1,52.429,65.55
1,44.893,43.8
1,47.036,42.25
1,51.679,25.3
1,44.893,19.8
1,37.5,32.5
1,46.786,42.75
1,44.893,25.55
1,47.536,29.75
1,44.393,126.05
1,44.393,23.05
1,47.536,45.75
1,41.393,48.55
1,37.0,41.5
1,43.893,44.55
1,43.393,121.3
1,52.929,86.55
1,47.786,41.25
1,53.679,48.55
1,43.893,77.05
1,62.214,21.55
1,47.536,31.5
1,53.429,63.05
1,46.286,27.5
1,38.25,40.0
1,47.036,81.75
1,53.429,23.3
1,47.286,127.5
1,46.786,27.25
1,51.679,39.8
1,51.679,65.05
1,57.071,37.0
1,37.5,38.75
1,62.214,30.8
1,52.929,85.55
1,47.786,43.0
1,37.75,64.5
1,46.286,48.75
1,51.929,54.55
1,36.0,98.5
1,45.393,33.3
1,47.036,125.0
1,46.786,26.75
1,52.429,72.55
1,43.643,123.05
1,52.179,81.8
1,38.75,65.75
1,41.143,22.8
1,53.679,53.05
1,47.786,16.5
1,51.679,38.55
1,47.286,31.5
1,46.536,35.0
1,43.643,77.3
1,52.929,80.8
1,53.429,23.05
1,47.536,33.25
1,52.179,16.8
1,53.179,84.55
1,36.0,38.75
1,36.0,37.5
1,51.429,37.3
1,46.536,42.5
1,47.036,43.5
1,36.25,41.0
1,53.179,48.3
1,53.429,66.55
1,52.179,43.3
1,52.929,30.3
1,47.536,133.75
1,47.536,47.0
1,57.071,46.5
1,46.286,126.75
1,53.679,48.3
1,53.429,37.55
1,36.75,57.25
1,52.679,29.05
1,45.393,44.05
1,41.893,86.55
1,47.286,37.75
1,53.429,27.3
1,52.929,81.55
1,52.179,62.8
1,51.429,37.55
1,43.393,22.05
1,37.25,60.25
1,47.286,33.75
1,53.179,40.3
1,42.393,120.8
1,44.393,24.3
1,53.429,82.8
1,51.679,20.55
1,38.25,33.25
1,46.286,33.25
1,44.893,17.3
1,53.429,78.8
1,46.286,20.25
1,52.679,28.3
1,53.679,18.05
1,47.536,39.0
1,51.429,25.3
1,56.821,59.5
1,53.679,20.05
1,52.929,82.3
1,36.75,46.5
1,44.143,88.05
1,47.786,37.0
1,57.821,25.75
1,57.071,34.5
1,45.393,42.05
1,51.429,43.3
1,56.821,23.75
1,52.929,18.8
1,46.536,29.25
1,42.393,26.55
1,46.536,28.25
1,46.286,29.0
1,46.286,20.75
1,47.286,36.5
1,52.179,35.55
1,38.0,61.25
1,47.536,39.5
1,51.929,51.55
1,47.536,41.25
1,51.929,77.55
1,38.0,115.75
1,51.929,43.55
1,46.786,18.25
1,37.75,115.25
1,46.286,33.0
1,46.786,31.75
1,52.429,58.55
1,44.893,42.55
1,45.143,42.8
1,37.25,27.75
1,51.429,42.3
1,48.036,44.25
1,53.679,53.3
1,53.679,21.3
1,51.929,82.55
1,44.893,125.05
1,53.429,79.3
1,53.179,23.3
1,46.536,21.0
1,52.929,62.55
1,43.393,45.8
1,52.179,17.8
1,37.0,35.0
1,52.679,49.05
1,62.214,25.3
1,51.429,81.55
1,44.643,124.05
1,37.25,69.5
1,56.821,40.5
1,52.929,22.8
1,51.929,39.05
1,42.143,25.8
1,52.429,17.55
1,44.643,86.3
1,57.071,42.0
1,51.929,20.3
1,52.929,19.05
1,57.821,51.25
1,42.893,75.05
1,37.0,45.0
1,36.25,41.75
1,56.571,37.25
1,52.929,39.55
1,38.25,116.25
1,61.714,50.55
1,52.929,44.55
1,52.179,33.55
1,52.929,66.3
1,56.821,22.25
1,38.75,33.0
1,52.679,77.8
1,46.786,33.0
1,52.429,39.3
1,53.679,46.8
1,52.929,16.3
1,53.429,79.05
1,36.0,42.75
1,53.179,103.8
1,46.536,42.75
1,52.179,106.8
1,41.643,15.55
1,52.929,53.8
1,52.929,59.3
1,47.036,34.5
1,51.429,22.05
1,53.679,18.3
1,46.286,83.25
1,36.0,62.75
1,37.75,31.75
1,52.429,80.55
1,44.893,26.55
1,51.679,18.8
1,51.929,69.3
1,47.036,134.0
1,52.179,40.55
1,51.679,24.8
1,52.679,46.3
1,53.429,22.8
1,46.786,33.5
1,51.929,50.05
1,52.179,84.05
1,38.25,106.0
1,44.893,39.55
1,47.286,37.0
1,52.429,49.3
1,41.643,60.05
1,51.429,41.05
1,57.821,41.5
1,37.0,54.25
1,51.929,30.3
1,46.536,45.0
1,53.679,54.3
1,56.571,50.25
1,37.75,33.0
1,43.643,45.55
1,53.429,60.3
1,62.714,22.55
1,37.25,68.0
1,48.036,30.5
1,43.893,26.3
1,56.571,67.5
1,46.536,19.5
1,47.786,29.5
1,45.393,39.05
1,43.643,44.8
1,42.143,26.55
1,53.429,102.05
1,56.571,23.75
1,53.429,61.05
1,53.679,21.8
1,52.679,23.3
1,56.571,95.75
1,53.179,91.8
1,51.929,45.55
1,47.286,34.0
1,43.893,27.55
1,52.679,38.55
1,56.821,42.0
1,52.179,44.05
1,52.679,45.8
1,53.179,36.3
1,57.071,42.5
1,51.929,76.8
1,36.5,55.75
1,43.393,24.3
1,43.893,15.8
1,47.036,30.25
1,37.0,60.75
1,52.679,26.55
1,52.429,36.55
1,51.929,40.05
1,38.75,32.75
1,62.214,23.55
1,51.429,18.05
1,46.286,130.0
1,45.393,34.3
1,37.25,105.75
1,38.0,40.25
1,45.143,64.3
1,47.286,42.25
1,57.821,52.25
1,52.929,30.55
1,38.0,77.5
1,52.429,23.05
1,52.679,61.8
1,51.429,33.3
1,44.143,24.3
1,44.643,44.55
1,46.536,30.25
1,44.893,40.3
1,45.393,34.8
1,46.786,44.5
1,45.143,20.05
1,51.679,74.55
1,47.286,19.25
1,56.571,53.75
1,51.679,15.55
1,51.929,48.8
1,61.964,26.55
1,52.679,68.3
1,52.179,84.3
1,52.429,61.8
1,36.5,39.0
1,56.821,50.25
1,57.821,32.5
1,53.179,103.55
1,57.571,50.25
1,62.214,25.55
1,51.929,79.55
1,51.679,83.3
1,39.0,32.0
1,51.929,46.05
1,51.679,49.8
1,43.143,143.05
1,53.179,19.3
1,37.5,67.5
1,44.393,28.55
1,51.429,37.8
1,52.929,20.8
1,51.429,55.3
1,46.786,41.0
1,36.0,39.5
1,47.536,17.25
1,38.0,67.75
1,51.679,35.55
1,37.25,37.25
1,56.571,46.25
1,52.679,45.05
1,53.179,91.3
1,53.679,36.05
1,52.929,28.55
1,41.893,15.3
1,53.429,39.05
1,51.929,67.8
1,44.393,87.05
1,47.536,41.0
1,46.786,126.75
1,47.786,34.75
1,43.893,27.05
1,52.929,30.8
1,53.679,41.8
1,43.393,141.8
1,47.786,134.0
1,44.143,26.3
1,37.75,38.5
1,52.929,84.55
1,37.75,40.25
1,37.5,37.0
1,46.786,126.5
1,43.143,74.8
1,47.786,28.25
1,36.75,37.0
1,51.679,54.8
1,47.286,31.0
1,46.286,18.75
1,45.393,20.05
1,62.714,24.05
1,45.143,34.3
1,52.429,78.05
1,38.5,33.0
1,51.679,53.3
1,52.929,37.3
1,53.429,51.55
1,42.893,27.8
1,52.429,20.05
1,53.429,37.8
1,57.821,50.0
1,47.286,18.0
1,37.75,39.25
1,62.214,30.05
1,51.679,48.55
1,53.679,52.05
1,53.679,27.55
1,48.036,41.75
1,38.25,29.75
1,42.393,25.05
1,43.643,124.05
1,53.429,71.55
1,53.429,61.55
1,47.036,41.75
1,44.393,45.3
1,52.429,18.8
1,43.143,144.3
1,52.679,55.05
1,52.429,38.3
1,51.679,65.8
1,43.643,43.55
1,52.679,79.05
1,44.143,43.55
1,47.536,130.5
1,43.143,24.3
1,41.893,41.8
1,43.143,44.05
1,52.929,40.05
1,52.429,36.3
1,57.821,42.5
1,47.036,40.25
1,57.821,27.5
1,52.179,16.3
1,53.179,51.05
1,46.536,123.0
1,51.929,32.55
1,43.893,121.55
1,62.464,22.05
1,51.929,35.8
1,51.679,63.05
1,43.893,23.55
1,36.5,40.5
1,36.5,58.0
1,51.429,50.05
1,46.286,33.5
1,52.929,36.8
1,53.179,85.55
1,57.321,36.75
1,36.0,40.75
1,39.0,33.0
1,47.036,29.25
1,62.214,27.05
1,43.143,74.3
1,51.929,43.3
1,46.286,21.0
1,61.714,29.8
1,43.393,76.05
1,51.429,17.55
1,46.786,18.0
1,52.179,20.8
1,52.929,40.3
1,46.786,32.75
1,52.929,22.3
1,46.786,28.0
1,46.286,39.0
1,53.429,91.55
1,52.929,15.3
1,47.536,131.5
1,51.429,24.05
1,44.643,27.05
1,44.143,77.8
1,43.143,145.05
1,37.0,55.0
1,62.464,17.3
1,52.679,17.05
1,52.929,38.3
1,51.679,22.55
1,56.821,22.5
1,51.429,20.55
1,43.893,144.8
1,41.393,27.8
1,36.0,59.0
1,41.393,82.8
1,51.929,51.3
1,53.179,47.05
1,56.821,44.75
1,42.643,27.55
1,48.036,17.75
1,43.643,124.55
1,51.679,49.05
1,44.893,20.8
1,36.75,45.25
1,45.393,29.05
1,43.393,77.05
1,51.679,81.55
1,44.143,41.8
1,45.143,35.05
1,52.429,58.8
1,53.179,41.05
1,42.143,59.3
1,46.536,38.75
1,52.679,41.05
1,57.071,23.0
1,42.643,118.55
1,47.786,46.5
1,52.679,62.05
1,53.179,29.05
