field,latitude,longitude
1,51.929,54.8
1,52.679,68.05
1,51.429,66.3
1,47.036,39.5
1,43.393,121.8
1,53.179,43.3
1,45.143,27.05
1,52.179,40.8
1,51.679,81.8
1,47.036,43.0
1,42.643,25.8
1,51.679,40.3
1,45.393,41.05
1,53.679,27.3
1,46.536,17.0
1,36.5,140.5
1,44.143,26.55
1,52.179,46.05
1,37.0,40.25
1,43.643,93.3
1,61.714,62.55
1,53.179,67.8
1,44.643,43.55
1,45.143,28.8
1,51.679,37.8
1,52.679,43.55
1,52.679,38.8
1,44.143,124.55
1,36.5,38.75
1,47.036,19.0
1,42.143,86.55
1,62.214,29.8
1,56.571,37.5
1,44.643,42.3
1,53.429,55.05
1,53.429,59.8
1,47.036,43.25
1,56.821,21.75
1,44.893,41.05
1,52.679,25.3
1,53.429,43.05
1,44.143,43.8
1,62.214,26.3
1,45.393,28.55
1,37.75,62.25
1,53.429,84.05
1,43.643,76.3
1,48.036,17.0
1,51.679,36.55
1,41.143,69.3
1,53.179,16.8
1,52.929,53.55
1,47.786,21.0
1,57.571,41.25
1,62.464,22.8
1,47.036,126.0
1,56.821,44.0
1,53.679,38.05
1,52.429,66.55
1,48.036,26.5
1,47.536,19.5
1,51.429,26.05
1,36.75,36.75
1,51.429,40.8
1,38.0,65.25
1,52.679,17.8
1,44.143,27.05
1,36.75,53.25
1,51.429,81.05
1,53.179,35.3
1,52.179,22.55
1,53.179,19.05
1,41.643,45.3
1,51.429,36.8
1,52.179,36.8
1,42.143,58.8
1,52.679,56.3
1,51.929,56.3
1,52.179,32.8
1,53.429,53.05
1,52.429,50.55
1,52.679,78.55
1,52.429,66.05
1,53.679,37.05
1,51.429,60.3
1,56.821,58.25
1,52.179,35.8
1,47.286,31.25
1,44.893,142.05
1,51.929,54.05
1,51.679,45.3
1,42.143,26.3
1,45.393,36.55
1,62.714,30.8
1,57.571,27.5
1,52.679,22.8
1,47.786,20.0
1,43.643,24.8
1,46.286,129.75
1,36.5,57.75
1,52.179,32.3
1,48.036,33.5
1,45.393,40.55
1,51.679,72.05
1,42.893,73.3
1,47.786,43.25
1,52.929,51.8
1,57.821,36.5
1,42.643,71.3
1,52.929,45.05
1,53.429,76.55
1,47.036,35.5
1,52.929,18.05
1,41.893,48.3
1,57.071,35.5
1,52.179,60.3
1,57.821,41.0
1,53.179,39.55
1,51.679,24.3
1,37.5,62.25
1,52.679,42.55
1,37.75,39.0
1,47.286,29.75
1,51.929,33.8
1,52.679,49.8
1,47.286,133.0
1,36.75,35.0
1,51.679,71.05
1,52.429,103.8
1,46.536,29.75
1,57.071,47.5
1,47.536,38.0
1,62.464,22.3
1,52.679,46.8
1,44.893,21.55
1,53.679,40.8
1,53.429,73.05
1,41.643,114.05
1,46.286,124.25
1,53.429,38.55
1,47.536,127.5
1,53.679,39.55
1,51.679,35.3
1,52.179,59.55
1,46.786,29.25
1,53.429,83.05
1,36.75,37.25
1,52.429,37.8
1,51.929,61.3
1,57.821,26.5
1,51.929,80.05
1,51.429,36.3
1,42.643,23.55
1,37.5,65.25
1,36.25,36.25
1,51.429,48.55
1,46.286,47.75
1,36.0,58.25
1,52.179,66.55
1,53.429,79.8
1,56.571,56.25
1,51.679,31.55
1,62.714,26.55
1,62.714,27.55
1,52.429,56.55
1,46.536,33.75
1,62.464,23.8
1,45.393,36.3
1,45.143,42.3
1,52.679,67.05
1,36.0,39.75
1,38.75,32.25
1,51.679,50.05
1,45.393,34.55
1,52.929,78.8
1,53.179,17.3
1,53.179,52.05
1,45.143,40.05
1,44.643,26.05
1,52.679,28.55
1,56.821,42.5
1,52.429,83.05
1,52.929,58.8
1,44.393,125.3
1,37.0,57.5
1,51.429,39.05
1,44.893,42.05
1,52.679,58.8
1,45.143,41.8
1,43.893,28.05
1,37.0,42.0
1,53.679,41.55
1,43.143,45.8
1,47.036,41.25
1,52.929,47.8
1,47.786,33.0
1,53.179,36.8
1,53.429,46.05
1,45.143,28.05
1,61.964,16.8
1,51.679,21.3
1,47.286,33.0
1,53.429,45.05
1,52.929,25.55
1,52.179,19.8
1,52.179,33.8
1,51.929,18.05
1,47.536,131.75
1,57.321,52.75
1,51.929,32.05
1,51.679,17.3
1,41.643,111.8
1,46.786,32.25
1,57.071,50.0
1,44.393,133.55
1,51.679,52.3
1,53.179,63.3
1,41.643,27.05
1,47.286,34.25
1,47.036,123.5
1,47.786,30.5
1,47.536,123.5
1,43.143,59.8
1,46.286,27.75
1,52.679,53.05
1,51.429,24.8
1,53.429,102.3
1,53.179,73.55
1,46.536,35.25
1,38.25,40.5
1,43.643,118.05
1,52.429,43.3
1,46.786,123.0
1,47.286,35.25
1,38.25,44.75
1,52.929,48.05
1,37.75,39.5
1,46.786,28.25
1,43.643,118.8
1,62.464,26.55
1,38.0,57.75
1,43.643,27.55
1,51.679,74.8
1,52.179,53.55
1,53.429,21.3
1,53.179,35.55
1,47.786,17.25
1,52.429,79.3
1,42.643,78.55
1,51.679,56.05
1,47.536,29.25
1,52.679,59.55
1,52.929,80.05
1,43.893,25.55
1,47.536,39.75
1,52.679,37.55
1,44.893,20.05
1,51.429,39.8
1,52.929,33.55
1,43.143,68.55
1,44.643,25.8
1,46.536,133.0
1,43.143,71.55
1,52.179,84.55
1,46.536,20.0
1,45.393,17.55
1,56.571,52.0
1,46.786,33.25
1,51.429,69.55
1,52.429,71.05
1,44.393,126.8
1,52.679,67.8
1,53.679,33.55
1,53.429,58.55
1,53.179,40.05
1,52.929,16.8
1,62.714,30.55
1,42.893,68.3
1,56.571,51.5
1,57.321,49.25
1,46.786,39.0
1,52.929,36.3
1,52.929,59.05
1,52.179,83.8
1,43.643,124.8
1,47.536,125.5
1,42.643,23.8
1,44.143,26.05
1,51.679,18.55
1,53.179,20.05
1,47.036,31.25
1,51.929,20.8
1,45.393,34.05
1,53.179,61.8
1,44.643,26.3
1,43.393,46.8
1,46.786,40.0
1,44.143,23.8
1,47.286,41.25
1,52.679,37.3
1,41.893,15.05
1,46.286,19.5
1,47.036,32.25
1,43.893,23.05
1,51.929,16.05
1,47.036,125.25
1,53.679,32.05
1,46.536,33.5
1,52.179,53.3
1,47.036,43.75
1,52.679,39.55
1,43.893,27.3
1,53.179,80.05
1,52.179,16.05
1,47.286,133.25
1,52.179,62.55
1,52.679,60.05
1,51.679,23.05
1,52.429,46.05
1,46.786,27.5
1,52.929,50.3
1,47.536,36.75
1,47.036,36.25
1,43.893,25.05
1,52.179,18.05
1,51.929,17.8
1,51.929,21.8
1,47.536,32.0
1,47.036,123.0
1,52.929,81.3
1,47.036,41.5
1,53.179,26.3
1,51.679,41.05
1,37.75,116.25
1,44.393,134.55
1,62.464,27.8
1,53.179,76.3
1,56.571,50.0
1,38.25,40.25
1,47.536,43.0
1,56.821,35.0
1,37.25,55.25
1,52.929,79.3
1,52.679,53.55
1,37.75,59.0
1,45.393,33.05
1,46.786,42.25
1,37.5,67.25
1,52.429,79.8
1,52.179,55.05
1,52.179,26.05
1,51.429,23.8
1,51.929,29.8
1,45.143,38.05
1,53.429,17.55
1,46.286,40.75
1,36.25,45.5
1,51.429,19.55
1,41.893,35.05
1,46.286,133.25
1,44.143,143.55
1,62.464,28.3
1,53.679,30.55
1,45.393,38.3
1,51.679,46.8
1,45.393,21.05
1,53.429,81.55
1,52.179,43.55
1,53.679,40.55
1,53.679,51.8
1,43.893,28.3
1,53.429,104.05
1,36.5,42.0
1,52.429,70.8
1,53.679,38.8
1,42.393,69.8
1,47.536,44.5
1,41.393,19.55
1,43.143,76.05
1,53.179,15.3
1,46.286,34.0
1,46.786,16.5
1,48.036,19.25
1,44.643,124.8
1,47.786,21.5
1,56.571,39.0
1,53.179,91.05
1,51.429,41.8
1,53.179,55.05
1,53.679,26.55
1,51.929,21.05
1,44.893,65.3
1,52.929,78.55
1,42.893,74.8
1,45.143,20.3
1,43.393,25.55
1,56.821,24.75
1,52.679,46.55
1,52.179,81.55
1,51.679,61.3
1,53.429,25.3
1,47.286,17.25
1,51.929,49.3
1,45.393,18.8
1,52.429,68.8
1,44.893,27.8
1,53.179,83.55
1,52.679,35.55
1,43.643,23.3
1,52.179,20.3
1,51.679,18.3
1,57.821,42.0
1,52.179,41.05
1,43.143,24.55
1,47.786,33.25
1,46.786,39.25
1,47.286,41.75
1,52.429,20.3
1,37.0,45.75
1,57.571,50.75
1,37.0,35.25
1,51.429,61.3
1,52.179,55.8
1,51.929,40.8
1,53.179,82.05
1,47.786,33.5
1,44.393,78.05
1,43.643,123.3
1,45.143,43.8
1,52.179,46.55
1,45.393,17.8
1,48.036,32.25
1,44.393,86.05
1,52.929,67.3
1,46.286,124.5
1,47.786,17.0
1,51.929,36.55
1,37.75,41.75
1,47.286,43.0
1,46.286,42.0
1,44.643,25.3
1,51.429,43.8
1,52.679,70.8
1,62.714,32.3
1,52.679,34.55
1,46.536,33.25
1,42.393,118.8
1,52.679,85.55
1,38.25,36.75
1,52.929,67.05
1,48.036,31.0
1,52.929,21.55
1,56.571,93.5
1,53.179,67.3
1,53.179,61.3
1,43.893,24.05
1,36.75,46.25
1,45.143,37.3
1,37.25,36.5
1,57.321,38.25
1,52.429,50.8
1,36.75,59.0
1,37.75,117.75
1,46.286,41.0
1,37.5,59.75
1,47.036,34.0
1,48.036,42.25
1,41.393,15.05
1,46.536,17.5
1,53.429,63.55
1,51.429,19.8
1,41.143,28.55
1,47.786,22.5
1,51.679,20.3
1,47.286,44.25
1,51.429,49.8
1,41.393,15.8
1,52.429,22.05
1,37.0,40.0
1,41.143,27.05
1,52.679,66.8
1,52.929,17.8
1,45.393,32.55
1,37.0,34.75
1,56.821,57.75
1,38.5,28.25
1,53.179,102.55
1,47.036,35.25
1,47.536,19.75
1,53.179,77.8
1,47.786,40.75
1,47.036,40.0
1,51.429,41.55
1,52.929,66.05
1,51.929,43.05
1,47.786,45.25
1,57.321,48.25
1,52.179,25.05
1,52.679,60.55
1,51.429,42.8
1,44.393,25.05
1,53.429,16.55
1,36.0,58.75
1,51.679,81.05
1,44.143,24.55
1,51.679,47.55
1,51.679,80.05
1,45.393,36.8
1,51.929,83.8
1,43.143,27.05
1,39.0,33.75
1,47.786,39.25
1,52.179,38.05
1,43.643,142.55
1,53.179,82.55
1,46.786,18.5
1,53.429,16.3
1,53.679,25.05
1,52.929,21.8
1,52.179,55.55
1,57.821,25.25
1,57.821,25.0
1,46.536,38.5
1,52.429,17.3
1,47.036,126.75
1,36.75,53.5
1,37.75,61.75
1,53.679,28.05
1,52.929,41.8
1,62.214,26.55
1,43.643,24.55
1,52.179,53.05
1,51.429,38.8
1,53.679,15.3
1,52.929,21.3
1,47.786,18.25
1,52.679,20.8
1,44.393,42.8
1,53.179,44.3
1,52.429,30.3
1,47.786,133.25
1,57.321,41.25
1,52.429,81.05
1,56.821,59.25
1,47.286,26.75
1,38.25,32.75
1,51.429,39.55
1,51.429,69.8
1,51.929,48.3
1,52.179,35.05
1,46.786,21.75
1,43.143,144.55
1,45.143,79.05
1,52.679,79.55
1,45.393,43.05
1,53.429,54.55
1,44.893,64.8
1,37.75,61.5
1,52.429,28.55
1,44.143,44.05
1,44.643,41.05
1,42.643,119.8
1,51.679,67.05
1,52.929,63.8
1,51.929,33.05
1,47.286,35.75
1,47.286,29.0
1,53.179,46.3
1,47.536,39.25
1,41.893,114.05
1,38.25,33.75
1,52.929,46.05
1,46.786,40.75
1,53.679,19.8
1,52.179,31.55
1,44.643,44.8
1,52.929,35.8
1,51.679,63.3
1,52.929,41.3
1,53.429,45.55
1,41.893,60.3
1,36.75,40.25
1,53.679,21.05
1,53.429,46.8
1,53.429,41.55
1,47.286,22.25
1,41.643,15.3
1,52.679,80.3
1,52.179,37.55
1,42.643,118.8
1,36.0,41.0
1,53.429,25.55
1,38.5,36.5
1,42.143,58.55
1,52.429,21.05
1,38.25,117.75
1,53.429,28.3
1,62.464,29.05
1,57.821,50.5
1,51.429,16.55
1,38.25,33.5
1,48.036,32.0
1,53.429,23.8
1,51.679,39.55
1,56.571,90.5
1,52.179,17.3
1,56.571,22.25
1,47.036,133.0
1,52.679,48.8
1,48.036,27.25
1,52.929,64.05
1,56.571,58.25
1,37.0,61.25
1,52.179,46.8
1,45.143,37.8
1,37.0,46.25
1,52.429,45.55
1,37.0,66.25
1,51.429,45.05
1,42.893,133.05
1,47.286,41.5
1,53.679,18.55
1,51.929,41.05
1,36.75,40.0
1,51.679,32.55
1,44.143,123.55
1,37.75,65.25
1,52.179,75.55
1,51.679,22.3
1,53.679,25.3
1,52.179,23.3
1,41.643,60.55
1,57.571,63.75
1,51.429,48.05
1,53.179,39.8
1,57.821,51.0
1,53.429,40.3
1,36.0,57.25
1,61.964,127.05
1,53.429,35.05
1,47.286,32.25
1,45.393,28.05
1,43.393,44.3
1,45.143,33.8
1,43.893,24.8
1,38.25,117.0
1,53.179,86.05
1,57.821,36.0
1,37.0,41.25
1,45.143,133.3
1,52.929,20.55
1,52.929,22.05
1,36.0,40.25
1,38.0,33.5
1,45.143,64.05
1,43.143,45.3
1,52.179,52.55
1,46.786,33.75
1,46.786,83.5
1,53.179,25.05
1,52.429,42.05
1,52.929,20.05
1,51.679,52.05
1,51.679,37.3
1,52.429,83.3
1,53.179,69.05
1,53.429,80.05
1,53.179,15.55
1,53.429,54.8
1,52.179,76.3
1,52.429,44.8
1,37.0,122.0
1,43.143,73.05
1,47.286,40.5
1,57.821,41.25
1,57.571,31.0
1,51.679,65.8
1,37.75,32.5
1,43.143,25.05
1,51.929,37.55
1,46.286,16.75
1,53.179,21.3
1,37.25,60.5
1,52.929,23.05
1,36.75,44.75
1,51.429,20.3
1,53.429,24.3
1,47.286,122.75
1,44.643,21.55
1,47.286,36.0
1,57.571,49.0
1,52.429,16.55
1,47.286,132.5
1,47.536,16.25
1,51.929,42.8
1,51.679,31.3
1,44.393,41.05
1,43.893,120.55
1,37.5,34.0
1,53.429,44.8
1,53.679,55.8
1,52.179,36.3
1,52.679,66.05
1,47.286,34.75
1,46.536,123.75
1,52.179,85.3
1,44.893,78.05
1,52.179,44.8
1,53.429,24.8
1,52.929,64.55
1,53.429,37.05
1,52.429,19.3
1,44.893,39.3
1,46.786,121.5
1,53.429,51.3
1,53.429,72.55
1,46.286,32.0
1,43.893,28.55
1,52.679,20.3
1,46.286,43.5
1,56.821,49.25
1,53.179,64.3
1,44.393,27.55
1,41.893,16.05
1,51.679,47.3
1,44.393,28.05
1,36.5,38.25
1,52.679,47.3
1,53.429,39.55
1,37.75,62.0
1,53.179,24.8
1,52.179,42.05
1,47.786,20.5
1,52.179,39.8
1,53.679,32.3
1,51.929,68.3
1,41.393,80.8
1,41.643,59.8
1,44.143,88.8
1,51.679,36.3
1,52.929,48.3
1,47.536,32.75
1,51.679,48.05
1,62.464,17.05
1,52.429,52.3
1,52.929,43.8
1,46.786,41.75
1,51.679,19.3
1,38.5,32.5
1,52.679,22.3
1,51.929,55.8
1,51.679,49.55
1,44.893,21.3
1,45.143,133.05
1,44.893,43.05
1,52.429,33.05
1,47.786,30.0
1,53.679,29.05
1,53.179,27.05
1,57.071,53.75
1,37.5,35.75
1,44.393,125.8
1,47.536,18.0
1,38.25,115.5
1,41.393,27.55
1,41.893,61.05
1,51.929,83.55
1,51.929,19.3
1,53.179,104.05
1,47.286,32.5
1,47.286,30.25
1,42.393,26.3
1,45.393,42.8
1,46.286,39.75
1,37.25,37.5
1,46.786,30.75
1,51.679,62.55
1,47.036,30.0
1,53.179,68.8
1,48.036,31.5
1,51.429,35.3
1,36.5,36.5
1,53.429,46.55
1,52.929,15.55
1,51.429,51.8
1,57.571,63.0
1,53.179,85.8
1,46.536,131.75
1,52.179,83.05
1,37.25,33.25
1,37.75,64.0
1,53.429,71.8
1,47.036,35.75
1,36.75,67.0
1,37.25,69.0
1,44.393,27.05
1,52.429,48.3
1,53.679,26.05
1,53.679,46.05
1,38.25,32.5
1,47.036,81.5
1,45.393,37.8
1,47.286,21.0
1,51.679,33.8
1,56.571,24.0
1,47.536,32.5
1,52.179,34.55
1,43.893,119.8
1,37.25,42.25
1,51.929,40.3
1,52.679,16.55
1,56.821,27.75
1,53.179,50.55
1,48.036,41.25
1,47.036,20.75
1,47.536,30.5
1,52.679,16.3
1,38.0,29.0
1,52.179,66.05
1,43.643,123.55
1,51.929,110.3
1,47.286,43.75
1,53.679,34.05
1,37.25,40.5
1,52.929,47.05
1,53.679,24.05
1,51.679,52.8
1,51.429,68.05
1,52.179,80.3
1,62.464,29.55
1,48.036,40.5
1,57.071,48.0
1,53.429,47.05
1,36.0,42.0
1,48.036,27.0
1,44.143,125.3
1,43.393,145.3
1,47.286,17.0
1,53.179,92.3
1,43.393,46.55
1,51.679,57.8
1,45.393,43.55
1,62.214,27.8
1,52.679,63.8
1,43.643,26.05
1,45.393,18.05
1,52.429,39.8
1,48.036,21.0
1,53.429,53.8
1,45.393,32.8
1,57.571,54.0
1,47.786,18.0
1,42.893,59.8
1,51.929,41.8
1,57.071,49.25
1,44.643,27.8
1,52.429,47.05
1,51.429,18.55
1,37.0,39.0
1,62.464,15.8
1,53.179,85.3
1,47.286,125.25
1,53.179,67.05
1,43.143,25.8
1,52.429,77.05
1,45.393,19.55
1,52.929,17.3
1,36.0,97.5
1,51.679,41.55
1,52.929,60.05
1,52.429,35.8
1,42.893,59.05
1,45.143,44.8
1,47.536,38.75
1,57.821,54.75
1,51.429,26.55
1,36.0,36.75
1,53.679,34.8
1,51.429,55.05
1,38.5,69.0
1,53.179,62.05
1,52.179,112.8
1,41.893,68.05
1,36.0,48.75
1,53.679,56.05
1,43.143,59.55
1,47.536,18.25
1,47.536,29.0
1,36.5,59.5
1,52.679,21.3
1,57.071,42.25
1,41.893,58.8
1,53.679,38.55
1,57.571,62.75
1,43.893,25.3
1,52.429,58.3
1,36.0,42.25
1,44.143,26.8
1,44.643,40.55
1,44.893,44.3
1,51.929,49.8
1,52.679,67.3
1,46.536,39.5
1,37.25,59.25
1,57.821,30.25
1,52.179,50.3
1,43.893,119.05
1,47.786,27.5
1,37.0,36.75
1,53.429,102.8
1,51.679,72.3
1,51.679,21.05
1,46.536,34.0
1,56.571,92.75
1,42.643,120.8
1,47.786,123.5
1,45.393,41.8
1,41.143,69.55
1,52.679,52.05
1,44.893,19.05
1,51.679,46.05
1,51.679,81.3
1,62.464,25.8
1,43.393,27.3
1,42.893,89.05
1,56.821,48.0
1,52.679,18.05
1,53.429,18.55
1,57.071,39.25
1,48.036,43.25
1,52.179,24.05
1,52.429,50.3
1,47.036,40.75
1,47.286,38.0
1,51.929,54.3
1,52.929,50.05
1,52.429,45.8
1,46.786,40.25
1,51.929,55.05
1,52.429,80.05
1,42.893,143.05
1,51.929,22.8
1,44.893,78.55
1,44.893,44.55
1,47.036,44.25
1,43.143,141.55
1,45.143,35.8
1,43.393,27.55
1,37.75,41.0
1,52.179,67.3
1,45.393,23.3
1,53.179,59.55
1,36.75,56.75
1,53.429,62.55
1,42.393,20.55
1,52.429,77.55
1,53.429,39.3
1,57.071,45.25
1,47.786,37.75
1,56.821,66.25
1,47.786,43.75
1,52.429,21.3
1,38.25,116.0
1,47.786,31.5
1,53.179,28.05
1,37.5,32.75
1,38.25,35.0
1,47.536,124.0
1,53.179,22.3
1,51.429,44.3
1,47.036,122.5
1,57.821,41.75
1,45.393,39.3
1,48.036,29.5
1,43.393,26.3
1,42.893,58.8
1,51.679,56.3
1,37.5,38.0
1,47.536,43.25
1,43.143,74.55
1,42.143,24.55
1,53.179,52.3
1,57.321,43.0
1,44.143,22.8
1,52.429,15.05
1,52.179,37.8
1,51.679,38.05
1,53.679,36.8
1,53.679,55.05
1,52.179,20.05
1,51.429,40.05
1,62.214,21.8
1,47.036,33.5
1,42.393,25.8
1,44.393,41.55
1,38.25,115.25
1,52.679,63.55
1,51.679,21.55
1,42.393,120.3
1,44.393,44.05
1,46.286,27.25
1,46.286,48.5
1,46.286,42.75
1,37.75,33.25
1,52.179,80.55
1,51.929,18.8
1,53.679,37.8
1,52.679,56.55
1,52.179,30.8
1,47.536,17.0
1,47.536,125.75
1,53.179,19.55
1,47.286,29.5
1,52.429,56.05
1,38.75,32.0
1,52.179,77.3
1,51.679,15.8
1,47.036,131.5
1,52.429,82.05
1,52.429,67.05
1,36.0,41.25
1,52.179,53.8
1,52.929,64.3
1,45.143,21.05
1,57.321,48.5
1,37.75,35.0
1,53.429,45.8
1,57.071,48.5
1,44.893,18.8
1,47.536,125.0
1,56.571,24.5
1,47.786,51.5
1,51.929,37.8
1,44.893,26.8
1,44.143,77.55
1,53.179,39.3
1,53.179,15.05
1,42.643,24.8
1,41.143,71.55
1,53.679,28.8
1,44.393,124.3
1,52.429,57.55
1,56.821,45.0
1,61.714,54.8
1,46.786,18.75
1,53.429,15.3
1,52.179,45.8
1,46.786,31.0
1,53.179,51.55
1,41.143,28.05
1,52.929,29.05
1,57.321,39.5
1,38.0,60.25
1,56.571,41.75
1,48.036,30.25
1,52.679,40.3
1,43.143,27.55
1,44.143,15.55
1,44.143,124.3
1,52.929,66.55
1,43.893,44.3
1,41.143,24.05
1,53.429,69.8
1,47.286,33.5
1,36.5,39.25
1,52.179,38.8
1,52.679,19.8
1,38.25,31.75
1,38.75,27.75
1,51.929,49.55
1,51.929,16.8
1,51.929,35.55
1,45.393,19.3
1,38.25,30.25
1,57.321,40.0
1,52.179,79.3
1,52.179,24.8
1,38.0,140.75
1,47.286,20.25
1,47.536,38.5
1,62.714,22.05
1,57.821,39.75
1,52.679,52.3
1,42.643,78.3
1,45.143,133.55
1,45.143,26.8
1,53.429,42.55
1,38.25,34.0
1,43.393,21.8
1,38.75,66.25
1,43.893,24.3
1,51.929,35.05
1,51.429,54.05
1,53.429,44.3
1,52.679,19.3
1,52.929,44.8
1,53.429,19.05
1,53.179,67.55
1,46.786,36.0
1,46.786,31.5
1,53.179,62.55
1,43.643,28.05
1,62.214,23.8
1,52.679,73.8
1,46.536,18.25
1,47.036,36.75
1,57.571,25.25
1,47.036,20.5
1,37.25,30.5
1,48.036,29.0
1,48.036,20.25
1,46.786,31.25
1,45.143,18.3
1,37.75,34.0
1,51.429,36.55
1,56.821,24.0
1,53.179,63.55
1,52.929,63.55
1,52.429,15.55
1,51.429,47.3
1,46.786,16.75
1,41.643,27.3
1,47.786,18.5
1,41.643,26.8
1,57.321,52.25
1,41.893,15.55
1,53.679,18.8
1,41.643,60.3
1,47.036,132.5
1,48.036,39.75
1,53.679,17.8
1,52.679,83.55
1,47.786,39.5
1,52.679,36.05
1,52.179,77.55
1,44.893,43.3
1,51.429,22.55
1,57.321,40.5
1,45.393,19.8
1,45.143,45.05
1,51.679,23.3
1,47.286,36.25
1,48.036,18.25
1,53.679,45.05
1,62.714,23.3
1,53.429,85.8
1,56.821,47.75
1,46.786,20.0
1,36.0,43.0
1,51.929,82.8
1,48.036,43.5
1,37.0,35.5
1,45.143,131.3
1,46.286,124.0
1,57.071,48.75
1,43.393,27.8
1,48.036,23.0
1,62.214,26.8
1,44.143,86.55
1,57.821,25.5
1,52.429,54.8
1,51.679,32.3
1,51.929,50.8
1,38.75,31.75
1,47.286,18.25
1,57.821,26.25
1,53.179,56.3
1,57.571,53.0
1,52.429,33.3
1,53.179,77.55
1,44.893,26.3
1,37.75,120.5
1,52.179,43.8
1,47.786,29.75
1,44.143,27.8
1,46.786,133.0
1,52.179,24.3
1,47.036,29.75
1,52.679,22.05
1,36.5,43.5
1,42.143,24.3
1,52.929,33.8
1,51.679,53.05
1,52.179,32.55
1,52.679,51.3
1,43.143,73.55
1,44.893,44.8
1,52.679,85.8
1,47.536,22.25
1,46.786,126.0
1,52.179,44.55
1,52.429,82.8
1,42.643,141.8
1,46.286,130.25
1,51.429,38.55
1,36.0,49.75
1,51.929,52.8
1,47.536,17.75
1,43.643,76.8
1,51.929,21.55
1,43.143,81.3
1,56.821,48.5
1,47.786,42.25
1,44.893,25.8
1,52.929,52.8
1,53.179,74.55
1,47.786,31.0
1,52.929,28.8
1,51.429,46.3
1,53.429,85.55
1,62.714,26.8
1,53.679,41.05
1,43.393,24.05
1,36.75,66.5
1,53.679,23.3
1,52.679,61.05
1,43.893,44.05
1,52.929,36.55
1,42.393,26.05
1,62.464,16.05
1,44.643,28.05
1,51.679,50.3
1,51.679,41.3
1,46.786,42.5
1,37.0,119.75
1,44.393,23.3
1,44.643,86.8
1,57.071,21.75
1,38.5,64.25
1,52.929,15.8
1,57.071,46.75
1,51.429,46.8
1,53.429,19.8
1,52.929,54.05
1,51.679,40.05
1,46.286,32.75
1,51.429,49.3
1,51.429,37.05
1,57.071,35.75
1,51.929,83.05
1,52.679,49.55
1,51.429,44.8
1,51.929,36.8
1,52.429,16.3
1,42.643,141.55
1,47.286,22.75
1,47.786,20.25
1,44.143,73.55
1,52.429,18.3
1,44.643,28.8
1,51.679,22.8
1,56.821,42.25
1,48.036,41.5
1,47.786,19.75
1,57.321,49.75
1,44.893,86.3
1,52.429,19.05
1,48.036,29.25
1,57.571,39.5
1,44.643,43.05
1,52.679,66.3
1,53.679,43.8
1,53.679,43.05
1,51.679,55.8
1,62.214,25.8
1,56.571,61.5
1,47.536,20.0
1,43.393,23.55
1,44.393,143.3
1,61.964,130.55
1,57.571,48.25
1,44.143,15.3
1,47.036,17.0
1,44.893,42.8
1,57.321,92.5
1,57.571,48.0
1,52.179,55.3
1,53.179,22.8
1,37.75,40.75
1,57.821,39.5
1,43.893,76.55
1,47.536,132.25
1,52.179,22.8
1,43.143,26.55
1,51.929,37.05
1,52.679,52.8
1,47.786,123.25
1,38.0,68.75
1,53.429,40.55
1,44.643,41.8
1,51.929,42.3
1,52.929,19.8
1,52.679,18.55
1,53.429,17.8
1,43.643,44.3
1,52.929,26.55
1,53.179,52.8
1,52.929,51.05
1,45.393,20.3
1,57.571,24.75
1,52.429,20.8
1,47.286,31.75
1,52.429,55.55
1,51.429,45.55
1,52.429,28.8
1,44.643,28.55
1,44.643,84.55
1,47.286,42.5
1,52.179,36.05
1,47.786,44.75
1,52.929,35.05
1,57.571,53.5
1,53.179,39.05
1,52.679,51.55
1,53.429,18.3
1,47.786,134.5
1,47.536,35.75
1,36.25,45.0
1,52.429,60.8
1,52.429,60.05
1,46.286,28.75
1,53.429,15.05
1,44.893,41.55
1,52.929,83.05
1,44.893,18.55
1,44.143,44.55
1,53.429,83.3
1,43.393,45.55
1,43.143,73.8
1,45.143,43.05
1,37.5,38.25
1,46.786,28.5
1,52.429,23.55
1,51.679,40.55
1,44.393,25.3
1,47.536,126.0
1,46.786,84.0
1,42.893,60.55
1,47.536,19.25
1,44.143,24.05
1,43.643,25.8
1,57.071,57.0
1,36.5,43.25
1,44.643,24.55
1,62.214,22.05
1,42.393,119.3
1,53.679,15.8
1,44.393,128.8
1,57.321,25.5
1,36.75,39.5
1,52.679,35.8
1,47.786,35.5
1,53.429,82.55
1,53.429,69.05
1,47.786,44.5
1,38.25,39.75
1,37.0,101.0
1,62.464,23.05
1,52.929,47.55
1,46.536,29.5
1,43.393,26.8
1,37.5,33.5
1,47.286,35.0
1,44.143,27.55
1,43.393,74.05
1,51.679,38.3
1,52.179,49.55
1,52.179,21.55
1,46.286,34.25
1,51.679,43.8
1,53.429,16.8
1,47.536,134.25
1,51.429,23.05
1,37.75,61.0
1,51.679,27.55
1,51.429,17.05
1,52.429,39.05
1,51.429,72.8
1,43.893,76.8
1,52.679,42.8
1,51.429,49.55
1,51.429,56.55
1,47.786,37.25
1,57.071,65.0
1,48.036,22.75
1,46.286,34.5
1,47.036,33.0
1,53.179,53.8
1,46.786,39.5
1,41.143,27.8
1,42.393,19.3
1,47.036,35.0
1,43.393,25.3
1,42.393,26.8
1,53.429,26.3
1,44.143,46.8
1,56.571,51.75
1,52.679,36.3
1,47.536,42.5
